node,x,y,z
internet,0.5292847866001325,-0.018850725443013562,-0.06198972928540316
cook,0.011460304477282112,0.5254114565390313,-0.2212312303141184
cooking,0.022931575575119822,0.5063076991730775,-0.22719573651360764
cool,0.03226089579147018,0.39042115304709424,-0.4305220671819065
copy,0.43054738870966075,-0.11837539999880022,0.2788714332530015
machine,0.3350890085780271,-0.06885678864529367,0.2591541922390354
paper,0.519401027525242,-0.2842950221369316,0.4331241133891282
corn,0.035763162286318095,0.3358128132732526,-0.07048371232847114
yellow,0.0024576177801687803,0.2469097378589398,-0.06641409002469383
court,-0.0003851624827637185,-0.4485761757521766,-0.3295939552913766
law,-0.0485248919746733,-0.4733363894536624,-0.28842629111371926
cow,0.062343264281802396,0.2290291385940464,-0.0983728898089604
milk,-0.002070311498088827,0.22880201755107318,-0.17769064847355465
crazy,-0.606500008728299,0.18492110551020563,-0.31547153149267676
crime,0.16361698441279557,-0.6989411805651796,-0.11498781447434625
criminal,0.13819760600350214,-0.5870595601370144,-0.09796298342508682
jail,0.1674493228497544,-0.6955381237426085,-0.09161765008348335
prison,0.1662506919129704,-0.6922477873828071,-0.07650445461694183
thief,0.18546950887729294,-0.631904436862452,0.06295657483496928
cup,-0.12762002784268592,0.46191286067734105,-0.12169357954184058
cut,-0.34306527219301297,-0.03230610972432337,0.4248905890264492
hair,-0.22658892285673665,0.08352303478323422,0.26387601754940465
knife,-0.3997365069235548,-0.10896919530118061,0.5060496634787891
cute,0.01138002536030622,-0.14057394841072082,-0.378109890541216
dance,-0.1573317242626034,0.39717724005981614,0.0805271573131629
night,0.05878736323598459,-0.05420117082554342,-0.02961845357886095
day,0.04253679444723616,-0.01986121189030493,-0.08643672748543063
end,0.07664103933181331,-0.2125038332670498,-0.13238829509457967
life,0.12340125823860451,0.008951550966481795,-0.3059594939246864
deer,0.219803551044441,0.24887172125243254,0.09002506555350129
desert,0.14294879856153547,0.4285701682478189,-0.4221596550504058
different,-0.1771250794971024,0.040158529956806424,-0.14765775233463682
odd,-0.09123240174712399,0.0689623717181386,-0.06486330626700046
same,-0.23569322411790103,0.008773494265581943,-0.20732667302118907
dinner,-0.010715510077162878,0.4959735637366884,-0.22096331827723342
dirt,-0.3273422149194933,-0.09843510683243484,-0.17055804305530298
earth,-0.21881258819478866,-0.05542829821953812,-0.13531198215528203
illness,0.3462732635006003,-0.07474408126000541,-0.2551127274382412
doctor,0.09592711118216576,-0.15607454910112728,-0.28644570602970737
lawyer,0.037022784624987294,-0.3378496904733691,-0.3122411969547581
medicine,0.11458421867187832,-0.04748215338541254,-0.25454684143192857
down,-0.09573883610301687,-0.17638583624999724,0.041070866904348434
up,-0.06314525181783258,-0.2217905507502551,0.12247837670138655
dress,-0.04638751185670327,-0.23609713530408147,0.2591613139090203
drug,0.16944376437359684,0.09755470410315938,-0.1750884008841669
store,0.1906914726568778,0.28633536889027855,-0.03331612598574821
drugs,0.04237539507825315,0.12625028589922832,-0.24971892068113455
dumb,-0.05679292076159948,0.3497188659407483,0.3062727461266456
stupid,-0.05576793375067717,0.316527538192961,0.26290758916696977
ear,-0.13935436960600053,0.009764029449145306,0.1459772600215492
nose,-0.1683591464579328,-0.01891198765433847,0.017594357559531097
world,-0.18533484737779102,-0.1372949378983624,-0.2503215288975586
easy,0.21179753283828534,0.23187838743088435,0.22451998494893677
hard,0.14556207080832728,0.18537373961181433,0.16404782992678568
electricity,0.10874204450699264,0.09473749854860032,-0.13934790640604391
power,0.022925170879164417,0.10795441953809606,-0.16164524623064028
stop,-0.004454254160524288,-0.3259348361447021,0.07593105285660726
eye,-0.23748871082157702,-0.05265098519519965,0.12333429385991564
glasses,-0.2870612839675843,-0.011624387826880021,0.10793463800341152
see,-0.22617821902929394,-0.09814442842161508,0.18778308520926848
eyes,-0.23194643897941813,0.014754631483869378,0.08056130394151115
face,-0.16684246675338957,0.01510572282363315,0.14196574175990698
fake,-0.31437281505303705,-0.28236006561118626,-0.1117948503091101
false,-0.2485455418269177,-0.23376748751531368,-0.0961341998464797
fall,-0.0750899389553688,-0.05549660345752012,-0.07137840692241833
lie,-0.2162906406159066,-0.23549862250163348,-0.0037579978042544472
true,-0.26673058460699883,-0.14507816676783375,-0.07202912565279723
wrong,-0.12397563591314778,-0.3575491051955942,-0.1588141005717347
family,-0.24322438671370833,-0.08171194818476338,-0.14905718854382988
love,-0.25152031932864516,-0.09379107339868477,-0.28156746011954853
farm,0.06529721344743618,0.07976205421270327,0.0924656767133764
fast,-0.2301207184781963,-0.41779622443815545,0.12576042617914623
quick,-0.25234340536075095,-0.44975415687179504,0.13889604699154265
fat,0.36354848338532153,-0.1291916413956509,0.06554819321914286
female,-0.15565530574151498,-0.2180649674647639,-0.3489498053964305
woman,-0.16029289184678822,-0.1712856283880195,-0.2876619911037092
fight,-0.029023579818365987,-0.27464907660598636,-0.4727448203912497
movie,0.43938239982277033,-0.11231995914052116,0.7134623567938937
find,-0.35497849402067133,-0.1335046436983819,0.35438156791489317
look,-0.24166871083553523,-0.12866162624522287,0.23772907011237146
lost,-0.43925123297493973,-0.1223161297108144,0.4444538676360488
finger,-0.23136833037547072,0.009428813563958341,-0.34426988484395976
fire,0.07232308034083167,0.33588179321251416,-0.38115175779092464
flower,-0.00428335339010028,0.038568213561712895,-0.27258988492276026
flowers,-0.08243718979111522,-0.08792289117095996,-0.27274570850821334
smell,-0.14565021372517747,-0.04819290522712114,-0.10758523465821092
foot,-0.2636602997130885,0.017180565066728822,-0.15483063919284065
shoe,-0.3103626695803263,0.03733407031475101,-0.21670561674217484
football,-0.26283302042055173,0.13580759058465372,0.23535649021344152
fun,-0.1494199958771134,0.197990476281699,0.12238020399330389
funny,-0.25636410891715256,0.24566540528615827,0.1932551273198856
laugh,-0.29362142000244223,0.15552939252158288,0.10298595208061904
games,-0.14181832846557216,0.16297200351516875,0.16355364504969097
garbage,-0.22450773842361407,0.7524265179894635,0.11458094463082673
trash,-0.2522495050484536,0.8084022540460449,0.131454885797825
garden,-0.05518658396342499,-0.04480744889042098,-0.31712422657837025
gas,-0.19134194717550776,-0.3760406817851773,-0.14050494577820863
car,-0.23412298774208232,-0.4989972972284194,-0.08309564235294332
ghost,-0.03890452304577884,0.12338549628026732,-0.3649903452766782
friend,-0.07919607530133235,-0.31481028889801516,-0.4314616654620925
leave,-0.08185182046741359,-0.3978595300986584,0.12985764727358834
move,-0.1569799670422813,-0.2370818773562629,0.12223364945094238
gold,0.12258215754349985,0.2554441188904639,0.24226671083440762
metal,0.18338468605544786,0.026788016958329205,0.20040348151727863
government,-0.16216331727729139,-0.5552302810029703,0.0026767376929982822
people,-0.11119533392928233,-0.38824599937547877,-0.016289644135813876
politics,-0.1881304285085452,-0.6385127628289137,0.012927466360733181
grass,-0.11987752065792112,0.33978573765125597,0.08888451309263885
guitar,0.1860221455663268,-0.08508955612130653,0.27281652058607625
instrument,0.11026683228625996,-0.044043618439480785,0.2218072606310418
soft,0.22265762278292553,0.2539040614905807,0.23834321019463683
hat,-0.07322615533940649,0.029877512311596174,0.30227489432703303
top,-0.052726540553610916,-0.03085741815793825,0.30251773648760366
hate,-0.3122693414360996,-0.026894818066638147,-0.2739579396787771
health,0.14130405101588597,-0.22515587938714526,-0.252055411193153
heat,0.08016434568094044,0.37591717529502766,-0.36650221188510435
warm,0.07701337423811803,0.3611705036763271,-0.29986310054881365
heavy,0.20777794681851172,0.016044556210255884,0.06040721495567035
weight,0.2933649871990614,-0.04730241670469158,0.06900932884450264
help,-0.314473122171987,-0.695888210980968,-0.151349044651847
me,-0.2876877846934188,-0.6306692266928813,-0.14097672305762957
high,0.02822168112606249,-0.200993150050284,0.20575312761384645
hit,-0.22237598350684462,-0.2235147341704751,0.14904178107796723
run,-0.20979566455634946,-0.39946903103297066,0.21064182145237098
honest,-0.32420036004540087,-0.20048610399521288,-0.060231210912622506
truth,-0.3005738652127898,-0.2575227512598351,-0.020361865576105687
horse,0.1328661592671106,0.22771073016864976,-0.008995996754944252
ice cream,0.020055977102444687,0.4255984372668048,-0.3599935860528315
sandwich,0.004127296579645375,0.4889501240517633,-0.2742717541394055
idea,0.20606247718109474,0.2987546187688618,0.40218741396784835
idiot,-0.05928496523333404,0.3640805727651958,0.3242792280824055
iron,0.10505475115066781,-0.08639383729564552,0.31675270990775833
island,-0.0727919991081722,0.37545315094776355,-0.2643854305903662
ocean,-0.15690078794450554,0.31616446503023043,-0.21063206653188135
jesus,0.4934947394550655,-0.652603983458797,0.9560859769834972
job,-0.05043873666095246,0.17120095293205215,0.18185393766138142
join,-0.8414576526260339,-0.28127642500514277,0.06610960869863541
kind,0.1346877338730738,-0.27094496867988294,-0.41653725668159347
nice,0.09069729575290363,-0.21380278573939215,-0.3289449143375045
king,0.6307301683919928,-0.19487879715010373,0.0784642171226373
queen,0.6727937417510994,-0.25205495551697277,0.07464376873439439
sharp,-0.4351326177666124,-0.15184019191207287,0.5559157864715782
knowledge,0.06875989689818501,0.16484956707620513,-0.05090202267086689
language,0.07217931905301685,-0.4682533665969994,0.331475946694206
speak,0.0021857480109769858,-0.5419431082205499,0.4235713453268234
words,0.19251242396153764,-0.48634636783348284,0.4010193781091689
lazy,0.33551174146942314,-0.015917040862972198,0.023964036798792485
tired,0.28483048610234407,-0.04357436588768512,-0.07526384842916513
leader,-0.26918459769829167,-0.0034178353232596193,-0.03711895290424662
letter,-0.16942716753484896,0.17813982864222358,-0.3223727613465903
mail,-0.1814629152336899,0.05921558603618037,-0.3002366630230465
word,-0.22886657430088966,0.2243912710404054,-0.43571928838817886
like,-0.2886363102285685,-0.06676724939766755,-0.2865910748252741
lion,0.5239118319364172,-0.09525022759997745,0.09322725092038531
long,0.15745919341284292,-0.2555147097445695,0.1701959538233143
short,0.22159447451568928,-0.21876118221573376,0.13137453657076964
time,0.014226656132271698,-0.23543856794882162,0.18806309026008727
map,-0.22196562606587802,-0.19511116714020246,-0.29514383285297136
marriage,-0.17774323686318694,-0.06942107451904049,-0.3014704355576307
wedding,-0.09974477168876694,-0.009011471318918426,-0.2438578151093352
wife,-0.2313505177225841,-0.14837544389067633,-0.35787883822064004
math,0.15127455478447577,0.31282083175499437,0.026281535096577897
numbers,0.13102066281747174,0.369641636790781,-0.08156480488759325
you,-0.2642937645619928,-0.5723534867646414,-0.1357951035575664
mean,-0.7119835592181643,0.2031057329904476,-0.36841361343666185
meat,0.0034565532902276178,0.5337486917495005,-0.24974979316427465
meeting,-0.125147059644346,0.177512255621339,0.20988735526993063
boring,-0.17564713665812964,0.22945382379817453,0.31536948430528877
mine,0.16639451409306472,0.33219105408612776,0.33880435908758394
moon,0.12298690838194246,0.17231849456817605,-0.1424405883729169
stars,0.11724242933339028,0.05118151683969905,-0.09505024383180272
mother,-0.3005993177325014,-0.14328024928871577,-0.3701887893265467
mountain,-0.009260498122520338,-0.1391536942349013,0.2812235112568934
song,0.31858551927884127,-0.21170434303977803,0.21472581473887256
name,-0.32801482388402164,-0.7269132765423353,-0.15706592711705458
nature,-0.11621935047245405,0.3736499816534934,0.1381401854791922
trees,-0.09777502793274796,0.33635894349660045,0.12843819771662507
needle,-0.4954683570291495,-0.2041775656875326,0.6378376163333871
new,0.18193400949726565,-0.09894518866136884,-0.06656671241444649
shiny,0.17087855571610014,0.04159345156381354,0.03359677319444409
news,0.5608430679924986,-0.3057370473518555,0.4644071218511304
newspaper,0.595840695451663,-0.3255448307132604,0.48772768818935236
sound,0.2869317139237325,-0.14845381550839198,0.27720583333655974
number,-0.0304528755745071,0.33457538717992064,-0.30484690992844266
one,0.049096263631641,0.39791890749061676,-0.26171104146542123
sea,-0.1885683149411963,0.34490589132149935,-0.23067572595734753
weird,0.017673198855343863,0.12145998294371259,-0.05700495244268259
oil,-0.11530824963664359,-0.19364879884201872,-0.18858374647922527
young,0.09503599453365809,-0.17136061396435362,-0.13096981564778218
two,0.09108364673123558,0.49177108845995415,-0.3308841131541489
pants,-0.0348530985086282,-0.2627134035779984,0.5187726451534725
pen,0.4537812725912621,-0.38181923385317584,0.46389286037471866
part,-0.29004602315785016,0.09692674533794318,0.34466898503236654
pay,0.03425450626904853,0.4549432977810004,0.23763298394055535
peace,-0.18091554697732307,-0.17902129947746068,-0.34861640403993893
writing,0.3507394103114567,-0.4519707934376377,0.45759455018416423
penis,-0.31050794540090315,-0.24413510840244004,-0.45873759813193393
sex,-0.2612453325035793,-0.20003887981453813,-0.38892394246313916
person,-0.17489422475983965,-0.3591651307278795,-0.11478316272951418
phone,-0.10811017375037085,-0.6417163946442723,0.4614077358486016
talk,-0.07990360092835032,-0.5477541296834744,0.39354405716594393
air,0.6691596010047786,-0.6403511011112659,0.08672951364308332
plant,-0.10917907988677338,0.35326802428485304,0.11324624607442905
police,-0.13586899792624374,-0.5220939588511768,-0.21469549346697814
poop,0.37078255760121126,0.11374534842577516,0.10930849045978286
poor,0.04181428640673162,0.54518620066486,0.296152753473942
rich,0.036893257181010115,0.49284497750419504,0.26034762293467667
pop,0.26137585597215024,-0.12516711117114349,0.31152529468201867
strength,-0.058490414906589926,0.06619927848040283,-0.22914874393028029
priest,0.5481458893436761,-0.6257338238376742,1.0
race,-0.2526761659470538,-0.4619037039062489,0.2511786000195017
rain,-0.05422148402243294,0.33362628757159735,-0.3576978890420103
snow,-0.030496618543983486,0.18365308818604528,-0.2688615448004294
wet,-0.06268494699155747,0.40328546081206257,-0.3688324635426591
right,-0.14102278338469829,-0.40312801626730993,-0.1769078926378639
ring,-0.2121081749166242,0.005455561415524424,-0.2731118372391107
river,-0.11555956685768091,0.46375269209733433,-0.3643879767769628
road,-0.3621907715463721,-0.6849159514959453,-0.07065892694772742
street,-0.32847904615664775,-0.6352931091393842,-0.07336298712667846
stone,0.10182254174996763,0.0892525286306227,0.19320711971944798
rude,-0.7785459198867766,0.21653104136828466,-0.4005145996681037
walk,-0.1694123715021623,-0.4702872366140312,0.2893924339522683
scary,0.5149403136466622,-0.15543695099643712,0.719616377162943
secret,-0.23916379020134884,-0.4915936151256242,-0.6861218969014297
sexy,0.1248084240602756,0.4007382366312221,-0.3870211828855727
sheep,0.24187241529237732,0.24975180363647456,0.07875280258608396
shop,0.1932504251358073,0.34571131726461823,0.014951806142369843
show,0.06358596814046971,-0.4262632567385822,0.39737047978757534
tell,0.11567792477372846,-0.543387713379434,0.5409132738091128
sign,0.014789809650517557,-0.3779403802982473,0.20484929775066227
silly,-0.17777738470237,0.2776145787045824,0.22282549803615267
skin,0.2952667221061273,0.3197301005736318,0.3085386741850836
tiny,0.3463832417942285,-0.12910705553323196,0.052707883766509325
speed,-0.2420856030024427,-0.46426769139047136,0.05522217438737046
spice,0.07867239560378646,0.22966707576582582,-0.30968466319245513
steal,0.20013717582678237,-0.626870971004152,0.13281369210010993
stick,-0.04945535876887399,0.12539600657175876,0.14082576319934206
story,0.22895190931285353,-0.6149489271642097,0.7081135060094645
weak,-0.15512797395578887,0.01916478994092301,-0.31693169672735666
teacher,0.6855838182670414,0.23039437236382493,-0.2595805044236845
teeth,-0.03914770356765811,0.11716823480896892,-0.3196587334278962
television,0.06921645789077495,-0.5294222653546212,0.49583422671059485
tv,0.07093169877812745,-0.5818446010293522,0.5448083196270465
thin,0.4446789214318477,-0.15489130016392028,0.07514280088059946
throw,-0.20088865071212614,-0.13484807026034462,0.10305787829914667
watch,-0.12794958603502796,-0.17731677542561525,0.21358265267771198
toilet,0.5805476095426956,-0.3084217545188693,0.49351712518953317
can,-0.2851533662461081,0.8852997274749769,0.15240721226125914
travel,0.6479584617101641,-0.6702414259191297,0.03957037801531822
wait,0.014651285651475344,-0.32613301259183497,0.16487190711787386
