x,y,z
0.2100297166988077,-0.1940951728168229,-0.1357410291715318
0.1600499859375344,-0.1578400385062451,-0.1134210021638047
0.6420662341262976,-0.56190838573541,0.1298866294309393
0.5721751487767921,-0.4732359904253523,0.1343088790443994
0.6277422211777118,-0.5844454311460792,0.0952269380737226
-0.0502238949526867,0.2866357560013144,-0.2059027841966586
-0.0926646485422826,0.3358097994208929,-0.1813085218851399
-0.0814871175568521,0.3840726942515117,-0.1805601183629321
-0.0760737414852492,0.3465459275999938,-0.2185385019443543
-0.0998747402982799,0.2548308958669415,-0.1148612185584467
-0.143443294187071,0.0791366688445545,0.2563473374586166
-0.1372348197223821,0.0656229620139769,0.1609334754683086
-0.8758534875344679,-0.2589472893050229,0.0742784031199546
-0.7769484458713941,-0.2004797312697713,0.0671630803798266
-0.526582909358644,-0.0143368699752818,0.0515793581419107
-0.6319221525973153,-0.0849103213738639,0.059738985717275
-0.3358858143445581,0.0885067187201268,0.0329249617890515
0.3628896616337978,-0.3786789335502239,-0.0646360282389827
0.2798097080222712,-0.2915176732875142,-0.0417863695333203
-0.2827628871931397,0.006348286963593,0.1297838754984203
-0.1794673311510057,-0.0346551477590555,0.0265797323335476
-0.386096654441694,0.1384091941803683,-0.2126080213440055
-0.5094245599368321,0.1628508098647763,-0.2710063261966373
-0.1992491781967082,0.1992226745644869,-0.0623947650386446
-0.5770872415778755,0.1759946122152191,-0.303508327510863
0.1449729621258949,0.1833192390467569,0.0484935622177565
0.3320885142078931,0.0297549891552458,0.1037569633879034
0.2771633140620941,0.0861378647070079,0.080919495289452
0.0087668330549442,0.3624359756918349,-0.0289717156386604
0.1922617660463149,0.0925470141121449,0.1090822421720506
-0.0577348081965382,0.4071928337003618,0.0082365936810639
-0.0363695147632772,0.4417224186948674,0.0046186074948298
-0.1010017999553641,0.3094375515211857,0.0794613266204456
-0.0528504579752817,0.4782324787954855,0.0176054360137759
-0.0454356419219341,0.4046897003653346,-0.0760815611051854
-0.0671981796615079,0.3120981887760105,0.131135529588789
-0.1839233624291627,0.0729322495681547,0.0762982897077411
-0.1775668490300231,0.0428778539928739,0.1018654161513997
-0.2294084492226278,0.074824525378156,-0.0948694154254434
-0.2354685049803987,0.0499552764009852,-0.4511549847537682
-0.2525436701104219,0.0345822304730194,-0.3274792479457996
-0.0383018772253017,-0.2592463256863149,-0.4483966108808026
-0.0385420538156189,-0.251163167355583,-0.4335205704892402
-0.0610139200690985,-0.1941242708088436,-0.3646439272144285
0.0342729523473383,0.0608161480010657,0.4110907974809487
-0.0932184066403777,0.0920200617562241,0.1848976298346011
0.073383827985872,0.0519742218257019,0.4829490472905296
0.1561989574727846,0.0202978110820916,0.5570364119509139
-0.1820105572966369,-0.2949019615801566,0.1515171416369521
-0.0742790174518597,-0.3399821273340204,0.1114985044679783
-0.1359148451915789,-0.0862345626946582,-0.0752123225339307
-0.0229926146988742,-0.1666892112713011,-0.143787040237499
-0.2761340303982286,0.0547128116176359,0.0233592312097147
0.0688229035562946,-0.3973611520251,-0.192699819834402
-0.0297551129764438,-0.270378600269505,-0.2851545668138058
0.1090847830226583,-0.4083645729272651,-0.2195672487324357
0.1265138664194852,-0.3267413595608336,-0.2109614971392796
-0.1487706162509927,0.6030474825725295,0.0684846136420664
-0.049022479296981,0.5295546192486501,0.164583803898036
-0.1901339062071226,-0.0148829417372165,0.0597286188765295
-0.1847077457665586,0.1035779325965136,0.1600529214842974
-0.101233499418621,0.0936828348672789,0.1562885921559109
-0.2254745839019724,-0.0035408081948266,-0.0606642743557291
0.1404788616997563,-0.1215611588416594,0.1951289136950574
0.0192253204297674,-0.2721590354998042,0.0990201962623989
0.2142248102844454,-0.1027308908355912,0.2309389640549571
0.1449915529150887,0.0495671370392108,0.2003614054607454
0.3573010645871158,-0.1931957537923222,0.2149629638076027
0.3083016644495477,-0.219592199464384,0.0846276395316028
0.3855354169302259,-0.1572211854161286,0.2552732147715897
0.3152246570719188,-0.1657560080798123,0.2688589865281881
0.3320331783522658,-0.1768641965225185,0.2849067579129065
0.0385543740175429,0.4465888803936312,0.2246450526386173
0.0288189309803781,0.4061150481824024,0.2008211467324968
-0.2851205764260908,0.0807815263310534,0.1984140683292564
-0.2800738962718483,0.1165789907307518,0.2263429947417571
0.0400107391047734,0.3200522304118023,-0.214540247933451
0.0878239202170512,0.233589400614999,-0.1482779439519341
-0.0313029191494657,-0.2364202634972225,-0.40596717966155
-0.0649939914700294,-0.241724262040712,-0.3428062529540315
-0.0160217878244119,-0.1950466651528121,-0.3659901459241345
0.068510700193742,-0.002283144207658,0.0831308345837352
0.1599362490598764,-0.0326225186771845,0.0098003820778045
0.7127285692199127,-0.3683806722083587,0.0854994100098299
0.6816600286643252,-0.4598340239416852,0.1064678597045691
0.3694777297715535,-0.6616077233398208,0.8753774851115158
0.3036002398650171,-0.6459434359036541,0.8032041421708196
0.4437660988089077,-0.6666346248360561,0.93894872121308
0.4372228344420635,-0.6778642015821331,0.9527494482846458
0.324240578777734,-0.221515038508383,0.0460447429639297
0.3177336386685795,-0.1594153451075889,0.0667981079309822
0.4864405979308077,-0.3864044771460718,0.1657977958895343
-0.160565855245076,0.2420314801777845,0.0192810745687762
