source,target,weight,relation
bn:15703024n,bn:00000237n,1.0,SEMANTICALLY_RELATED
bn:15703024n,bn:00000687n,1.0,SEMANTICALLY_RELATED
bn:15703024n,bn:00000704n,1.0,SEMANTICALLY_RELATED
bn:00071826n,bn:00052018n,1.0,HYPERNYM_oewn@
bn:00071826n,bn:00035925n,1.0,SUBCLASS_OF
bn:00071826n,bn:00009714n,1.0,COUNTRY
bn:00071826n,bn:00013173n,1.0,COUNTRY
bn:00071826n,bn:00026684n,1.0,COUNTRY
bn:00071826n,bn:00031605n,1.0,COUNTRY
bn:00071826n,bn:00036202n,1.0,COUNTRY
bn:00071826n,bn:00047705n,1.0,COUNTRY
bn:00071826n,bn:00049181n,1.0,COUNTRY
bn:00071826n,bn:02896797n,1.0,INSTANCE_OF
bn:00033777n,bn:00035925n,1.0,HYPERNYM
bn:00033777n,bn:00064346n,1.0,HYPERNYM
bn:00033777n,bn:00016776n,1.0,GLOSS_MONOSEMOUS
bn:00033777n,bn:00019013n,1.0,GLOSS_DISAMBIGUATED
bn:00033777n,bn:00029508n,1.0,GLOSS_MONOSEMOUS
bn:00033777n,bn:00001305n,1.0,GLOSS_DISAMBIGUATED
bn:00033777n,bn:00018819n,1.0,GLOSS_DISAMBIGUATED
bn:26175279n,bn:03372959n,1.0,PRODUCTION_COMPANY
bn:26175279n,bn:03451464n,1.0,COMPOSER
bn:26175279n,bn:04196032n,1.0,DIRECTOR
bn:26175279n,bn:00068619n,1.0,SEMANTICALLY_RELATED
bn:26175279n,bn:00071262n,1.0,INSTANCE_OF
bn:26175279n,bn:00068625n,1.0,SEMANTICALLY_RELATED
bn:26175279n,bn:01643552n,1.0,SEMANTICALLY_RELATED
bn:26175279n,bn:03172977n,1.0,SEMANTICALLY_RELATED
bn:06118959n,bn:00020465n,1.0,SEMANTICALLY_RELATED
bn:06118959n,bn:00034788n,1.0,SEMANTICALLY_RELATED
bn:06118959n,bn:00068625n,1.0,SEMANTICALLY_RELATED
bn:06118959n,bn:01120792n,1.0,SEMANTICALLY_RELATED
bn:06118959n,bn:21810272n,1.0,SEMANTICALLY_RELATED
bn:06118959n,bn:26454493n,1.0,SEMANTICALLY_RELATED
bn:11209169n,bn:00352620n,1.0,SEMANTICALLY_RELATED
bn:11209169n,bn:00068625n,1.0,SEMANTICALLY_RELATED
bn:11209169n,bn:00058203n,1.0,SEMANTICALLY_RELATED
bn:11209169n,bn:00011894n,1.0,SEMANTICALLY_RELATED
bn:11209169n,bn:00041143n,1.0,SEMANTICALLY_RELATED
bn:11209169n,bn:01918965n,1.0,SEMANTICALLY_RELATED
bn:11209169n,bn:02823393n,1.0,SEMANTICALLY_RELATED
bn:10953466n,bn:15727823n,1.0,ORIGINAL_BROADCASTER
bn:10953466n,bn:18431149n,1.0,DIRECTOR_OF_PHOTOGRAPHY
bn:10953466n,bn:05935764n,1.0,SCREENWRITER
bn:10953466n,bn:06059277n,1.0,SCREENWRITER
bn:10953466n,bn:05923603n,1.0,PRODUCER
bn:10953466n,bn:15473402n,1.0,PRODUCER
bn:10953466n,bn:11153190n,1.0,DIRECTOR
bn:10953466n,bn:15044185n,1.0,DIRECTOR
bn:10953466n,bn:21857346n,1.0,DIRECTOR
bn:10953466n,bn:00068622n,1.0,COUNTRY_OF_ORIGIN
bn:00080439n,bn:00025476n,1.0,MEMBER_OF_CATEGORY_DOMAIN_oewn-c
bn:00080439n,bn:00026590n,1.0,MEMBER_OF_CATEGORY_DOMAIN_oewn-c
bn:00080439n,bn:00071432n,1.0,MEMBER_OF_CATEGORY_DOMAIN_oewn-c
bn:00080439n,bn:00074023n,1.0,MEMBER_OF_CATEGORY_DOMAIN_oewn-c
bn:00080439n,bn:00005251n,1.0,INSTANCES_HYPONYM_oewn~i
bn:00080439n,bn:00005252n,1.0,INSTANCES_HYPONYM_oewn~i
bn:00080439n,bn:00008115n,1.0,INSTANCES_HYPONYM_oewn~i
bn:00080439n,bn:00011789n,1.0,INSTANCES_HYPONYM_oewn~i
bn:00080439n,bn:00018498n,1.0,INSTANCES_HYPONYM_oewn~i
bn:00080439n,bn:00023814n,1.0,INSTANCES_HYPONYM_oewn~i
bn:05550823n,bn:03577944n,1.0,COLLECTION
bn:05550823n,bn:03740238n,1.0,CREATOR
bn:05550823n,bn:00058755n,1.0,MATERIAL_USED
bn:05550823n,bn:00081492n,1.0,MATERIAL_USED
bn:05550823n,bn:14396522n,1.0,MATERIAL_USED
bn:05550823n,bn:00025587n,1.0,DEPICTS
bn:05550823n,bn:00031345n,1.0,DEPICTS
bn:05550823n,bn:00036098n,1.0,DEPICTS
bn:05550823n,bn:00080439n,1.0,DEPICTS
bn:05550823n,bn:00065088n,1.0,COPYRIGHT_STATUS
bn:17480743n,bn:00681403n,1.0,DISTRIBUTION_FORMAT
bn:17480743n,bn:00067236n,1.0,FILMING_LOCATION
bn:17480743n,bn:02730243n,1.0,NOMINATED_FOR
bn:17480743n,bn:03455724n,1.0,NOMINATED_FOR
bn:17480743n,bn:00143464n,1.0,DISTRIBUTED_BY
bn:17480743n,bn:00001803n,1.0,NARRATIVE_LOCATION
bn:17480743n,bn:00310477n,1.0,COMPOSER
bn:17480743n,bn:15702374n,1.0,DIRECTOR
bn:22216034n,bn:05849813n,1.0,SUBCLASS_OF
bn:22216034n,bn:00007266n,1.0,COUNTRY
bn:22216034n,bn:00416989n,1.0,WIKIDATA_HYPONYM
bn:22216034n,bn:00772358n,1.0,WIKIDATA_HYPONYM
bn:22216034n,bn:01426597n,1.0,WIKIDATA_HYPONYM
bn:22216034n,bn:01661290n,1.0,WIKIDATA_HYPONYM
bn:22216034n,bn:04059495n,1.0,WIKIDATA_HYPONYM
bn:22216034n,bn:05445082n,1.0,WIKIDATA_HYPONYM
bn:22216034n,bn:14750006n,1.0,WIKIDATA_HYPONYM
bn:22216034n,bn:16872837n,1.0,WIKIDATA_HYPONYM
bn:03142011n,bn:03430945n,1.0,DERIVATIVE_WORK
bn:03142011n,bn:00058201n,1.0,FORMAT_OF_CREATIVE_WORK
bn:03142011n,bn:00003341n,1.0,PLACE_OF_PUBLICATION
bn:03142011n,bn:01036764n,1.0,CHARACTERS
bn:03142011n,bn:14651345n,1.0,CHARACTERS
bn:03142011n,bn:00017443n,1.0,NARRATIVE_LOCATION
bn:03142011n,bn:17118906n,1.0,NARRATIVE_LOCATION
bn:03142011n,bn:00013579n,1.0,AUTHOR
bn:03142011n,bn:00030862n,1.0,LANGUAGE_OF_WORK_OR_NAME
bn:03142011n,bn:03817616n,1.0,FOLLOWED_BY
bn:00749997n,bn:02691152n,1.0,PUBLISHER
bn:00749997n,bn:02359496n,1.0,AUTHOR
bn:00749997n,bn:00030862n,1.0,LANGUAGE_OF_WORK_OR_NAME
bn:00749997n,bn:00013173n,1.0,COUNTRY_OF_ORIGIN
bn:00749997n,bn:05111262n,1.0,GENRE
bn:00749997n,bn:06315186n,1.0,GENRE
bn:00749997n,bn:00058201n,1.0,WIBI_HYPERNYM
bn:00749997n,bn:00000737n,1.0,SEMANTICALLY_RELATED
bn:00749997n,bn:00002065n,1.0,SEMANTICALLY_RELATED
bn:00749997n,bn:00002460n,1.0,SEMANTICALLY_RELATED
