source,target,weight,relation
с_ч,с_г,2.0,/r/RelatedTo
с_ч,с_м,2.0,/r/RelatedTo
т_м,т_г,2.0,/r/RelatedTo
т_м,с_м,2.0,/r/Synonym
б_г,б_м,2.0,/r/RelatedTo
б_г,с_г,2.0,/r/RelatedTo
б_г,т_г,2.0,/r/RelatedTo
б_м,б_г,2.0,/r/RelatedTo
б_м,с_м,2.0,/r/RelatedTo
б_м,т_м,2.0,/r/RelatedTo
с_г,с_м,2.0,/r/RelatedTo
с_г,с_ч,2.0,/r/RelatedTo
с_г,т_г,2.0,/r/Synonym
с_м,с_г,2.0,/r/RelatedTo
с_м,с_ч,2.0,/r/RelatedTo
с_м,т_м,2.0,/r/Synonym
т_г,т_м,2.0,/r/RelatedTo
т_г,с_г,2.0,/r/Synonym
