node,degree,strength,entropy,entropy_norm,kappa,C_ent,valence_centered,arousal_raw,dominance_raw,x,y,radius,embedding_engine,n_local,local_edges,mean_degree_local,eta_local_raw,node_index,log_degree_raw,feature_kappa,feature_entropy_norm,feature_c_ent,feature_valence,feature_poincare_x,feature_poincare_y,feature_log_degree,feature_eta_local
change,1,0.06,-0.0,0.0,0.111111,0.111111,0.0224999999999999,4.05,5.81,0.5610443192998112,-0.0912867401470094,0.5684223756549843,gensim_poincare,2,1,1.0,0.5,69,0.0,0.111111,0.0,0.222222,0.0225,0.56104434,-0.09128674,-1.0,-0.8172378
cheese,2,0.1206060606060606,0.6931345545630174,0.9999817845368459,-0.3,-5.464638946217625e-06,0.4524999999999999,3.8,7.11,-0.5244786699044742,0.6058589810791878,0.8013382432775052,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,70,0.6931471805599453,-0.3,0.99998176,-1.0929278e-05,0.4525,-0.5244787,0.605859,-0.45952368,-0.72108763
chemistry,1,0.25,-0.0,0.0,0.25,0.25,0.185,4.59,5.12,0.3689787312096352,-0.3548288939614637,0.5119070697646086,gensim_poincare,2,1,1.0,0.5,71,0.0,0.25,0.0,0.5,0.185,0.36897874,-0.3548289,-1.0,-0.8172378
chicken,3,0.4735353535353536,1.0315631747478056,0.9389692663991676,0.01388866666666666,0.0008476355154040944,0.2925,3.2,5.22,0.7223708353695151,0.408556203261469,0.8299022804016614,gensim_poincare,4,3,1.5,0.5625,72,1.0986122886681098,0.013888666,0.93896925,0.001695271,0.2925,0.72237086,0.4085562,-0.14336532,-0.75233644
child,3,0.43060606060606066,0.9973876987473118,0.9078614075548741,-0.22222233333333333,-0.020475253003204914,0.55,5.33,5.2,0.22767340517020224,-0.3749200613735472,0.4386345082664376,gensim_poincare,4,3,1.5,0.5625,73,1.0986122886681098,-0.22222233,0.9078614,-0.040950507,0.55,0.22767341,-0.37492007,-0.14336532,-0.75233644
chips,2,0.42185567010309283,0.6882169684835442,0.9928872074868452,0.25,0.0017781981282886938,0.0,5.0,5.0,0.2272949142752739,0.7514897383929052,0.7851113328472856,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,74,0.6931471805599453,0.25,0.9928872,0.0035563963,0.0,0.2272949,0.75148976,-0.45952368,-0.72108763
chocolate,4,0.3906060606060606,1.3414047416516506,0.9676189843028887,-0.3,-0.00971430470913338,0.6575,5.14,5.88,0.7331200702529143,-0.11563570925509944,0.7421837068156157,gensim_poincare,5,5,2.0,0.8,75,1.3862943611198906,-0.3,0.967619,-0.019428609,0.6575,0.7331201,-0.11563571,0.080952615,-0.5057113
christmas,1,0.13,-0.0,0.0,0.142857,0.142857,0.8424999999999998,5.9,6.14,-0.2273903497497347,-0.7692738129983683,0.8021773934263887,gensim_poincare,2,1,1.0,0.5,76,0.0,0.142857,0.0,0.285714,0.8425,-0.22739035,-0.7692738,-1.0,-0.8172378
church,3,0.3419191919191917,1.0137421608663473,0.9227478805060029,0.18055566666666667,0.013948307936651649,0.0524999999999999,3.63,5.04,0.08816617744587461,-0.8155733457374698,0.8203250313886733,gensim_poincare,4,4,2.0,1.0,77,1.0986122886681098,0.18055567,0.9227479,0.027896617,0.0525,0.08816618,-0.81557333,-0.14336532,-0.298027
cigarette,2,0.5700000000000001,0.33649575758351613,0.48546076074591354,-0.125,-0.0643174049067608,-0.5,4.0,5.05,0.024391681754589084,0.3918297700586006,0.39258823574197044,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,78,0.6931471805599453,-0.125,0.48546076,-0.12863481,-0.5,0.024391681,0.39182976,-0.45952368,-0.72108763
circle,3,1.063333333333333,0.8077579875923151,0.7352530059276794,-0.111111,-0.029416303258369615,0.1899999999999999,3.33,5.38,-0.5062610415312708,-0.27487066327805554,0.5760678117229302,gensim_poincare,4,4,2.0,1.0,79,1.0986122886681098,-0.111111,0.735253,-0.05883261,0.19,-0.50626105,-0.27487066,-0.14336532,-0.298027
clean,2,0.3434343434343437,0.508449747395453,0.7335379291086662,0.0625,0.01665387943070836,0.5225,3.57,6.11,-0.6891677942727986,-0.21307993136360104,0.7213565732789515,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,80,0.6931471805599453,0.0625,0.7335379,0.033307757,0.5225,-0.6891678,-0.21307993,-0.45952368,-0.72108763
clear,2,0.24,0.6615632381579821,0.954434002924965,0.0625,0.002847874817189684,0.2849999999999999,2.71,6.17,-0.2049243165127076,0.5925349696058578,0.6269702271272658,gensim_poincare,3,3,2.0,1.3333333333333333,81,0.6931471805599453,0.0625,0.954434,0.0056957495,0.285,-0.20492432,0.59253496,-0.45952368,0.048113532
cloth,1,0.144329896907216,-0.0,0.0,0.2,0.2,0.3,2.58,5.4,0.2005758306878703,0.48374225904163615,0.5236766531351523,gensim_poincare,2,1,1.0,0.5,82,0.0,0.2,0.0,0.4,0.3,0.20057583,0.48374227,-1.0,-0.8172378
clothes,5,0.5995102720875913,1.4971377934319965,0.9302240129087912,-0.019999999999999997,-0.0013955197418241759,0.4424999999999999,3.14,5.47,0.2053465332012357,0.4735409504753246,0.516147489071525,gensim_poincare,6,6,2.0,0.6666666666666666,83,1.6094379124341003,-0.02,0.930224,-0.0027910394,0.4425,0.20534654,0.47354096,0.25494713,-0.64416754
coffee,3,0.6200000000000001,0.8248120413508344,0.7507762746316865,0.24722233333333332,0.06161367090758032,0.5,5.1,6.12,-0.5053840093555053,0.6312949736379216,0.80866948789524,gensim_poincare,4,6,3.0,2.25,84,1.0986122886681098,0.24722233,0.7507763,0.12322734,0.5,-0.505384,0.63129497,-0.14336532,1.0
cold,9,1.92,1.987556445645585,0.9045759209808114,-0.18858033333333332,-0.017995104629464923,-0.1699999999999999,3.55,5.17,0.5164377578295206,0.618809911375409,0.8059985509468514,gensim_poincare,10,12,2.4,0.576,85,2.1972245773362196,-0.18858033,0.90457594,-0.03599021,-0.17,0.51643777,0.61880994,0.71326935,-0.7383177
college,2,0.813232323232323,0.5711961238768233,0.824061815292091,0.416667,0.07330763560769032,0.3600000000000001,4.0,5.89,0.3585481838539445,-0.37624628470036564,0.5197288397768499,gensim_poincare,3,3,2.0,1.3333333333333333,86,0.6931471805599453,0.416667,0.8240618,0.14661527,0.36,0.3585482,-0.37624627,-0.45952368,0.048113532
color,6,1.1995324377798608,1.5316495537863248,0.8548298921206241,-0.46249999999999997,-0.06714117489421134,0.5125,3.18,5.95,-0.11785457729749453,-0.6116625313967966,0.622913118905605,gensim_poincare,7,8,2.2857142857142856,0.7463556851311953,87,1.791759469228055,-0.4625,0.8548299,-0.13428235,0.5125,-0.11785458,-0.6116625,0.397111,-0.56141675
computer,2,0.29354772211915037,0.643718325857435,0.9286892364438674,0.1,0.007131076355613265,0.4599999999999999,4.92,6.58,-0.5404510644784603,0.5297382919283306,0.7567760639918826,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,88,0.6931471805599453,0.1,0.92868924,0.014262153,0.46,-0.54045105,0.5297383,-0.45952368,-0.72108763
cook,1,0.19,-0.0,0.0,0.076923,0.076923,0.53,4.33,6.25,0.7452593963566292,0.27119920425182975,0.7930703476014426,gensim_poincare,2,1,1.0,0.5,89,0.0,0.076923,0.0,0.153846,0.53,0.7452594,0.2711992,-1.0,-0.8172378
cooking,1,0.26,-0.0,0.0,0.076923,0.076923,0.4424999999999999,4.19,7.27,0.7483164346391677,0.2714649576643365,0.7960343645790524,gensim_poincare,2,1,1.0,0.5,90,0.0,0.076923,0.0,0.153846,0.4425,0.7483164,0.27146494,-1.0,-0.8172378
cool,1,0.12,-0.0,0.0,0.111111,0.111111,0.455,3.43,6.44,0.5202671648818139,0.6224355669772221,0.8112360679188374,gensim_poincare,2,1,1.0,0.5,91,0.0,0.111111,0.0,0.222222,0.455,0.5202672,0.62243557,-1.0,-0.8172378
copy,3,0.18,1.0986122886681096,0.9999999999999998,-0.4222223333333333,-9.375219119552487e-17,0.0549999999999999,3.15,4.67,-0.16667107823419247,0.6129316733834925,0.6351885425261043,gensim_poincare,4,3,1.5,0.5625,92,1.0986122886681098,-0.42222235,1.0,-1.8750439e-16,0.055,-0.16667108,0.61293167,-0.14336532,-0.75233644
corn,1,0.0909090909090909,-0.0,0.0,0.333333,0.333333,0.2375,3.43,5.65,0.3377601911277967,0.2035579798467258,0.39435744936537687,gensim_poincare,2,1,1.0,0.5,93,0.0,0.333333,0.0,0.666666,0.2375,0.33776018,0.20355798,-1.0,-0.8172378
court,2,0.2108080808080808,0.6656686031430575,0.9603567926299725,0.416667,0.016518016285247236,-0.37,4.43,3.94,0.6103226832218812,0.029678738639871947,0.6110438651867889,gensim_poincare,3,3,2.0,1.3333333333333333,94,0.6931471805599453,0.416667,0.9603568,0.03303603,-0.37,0.61032265,0.029678738,-0.45952368,0.048113532
cow,3,0.65,0.6680919403918273,0.60812349113788,-0.06481466666666667,-0.025399345296395356,0.1049999999999999,2.95,5.24,-0.7333391070342666,0.2794852828782589,0.7847918636500737,gensim_poincare,4,4,2.0,1.0,95,1.0986122886681098,-0.064814664,0.6081235,-0.05079869,0.105,-0.73333913,0.2794853,-0.14336532,-0.298027
crazy,1,0.22080808080808081,-0.0,0.0,0.333333,0.333333,0.0349999999999999,5.9,4.19,-0.12933903904093474,-0.4178183992486492,0.4373794711354616,gensim_poincare,2,1,1.0,0.5,96,0.0,0.333333,0.0,0.666666,0.035,-0.12933904,-0.4178184,-1.0,-0.8172378
crime,2,0.12,0.6931471805599453,1.0,0.375,0.0,-0.7625,5.68,3.31,0.004736830589680952,0.568225253084996,0.5682449962890507,gensim_poincare,3,3,2.0,1.3333333333333333,97,0.6931471805599453,0.375,1.0,0.0,-0.7625,0.0047368305,0.56822526,-0.45952368,0.048113532
criminal,5,0.3253061224489797,1.60175437024643,0.9952259468176379,-0.026666599999999995,-0.00012730776659277784,-0.7225,4.49,4.09,0.014948362235757812,0.5667669161955501,0.5669640119331606,gensim_poincare,6,7,2.3333333333333335,0.9074074074074076,98,1.6094379124341003,-0.0266666,0.99522597,-0.00025461553,-0.7225,0.0149483625,0.5667669,0.25494713,-0.39417714
cry,3,0.555593043840466,1.0016709605497047,0.9117602004653245,-0.11111133333333334,-0.009804441779363845,-0.4449999999999999,5.45,2.56,-0.22017726248510822,-0.5396001944518473,0.5827918983375692,gensim_poincare,4,3,1.5,0.5625,99,1.0986122886681098,-0.111111335,0.9117602,-0.019608883,-0.445,-0.22017726,-0.5396002,-0.14336532,-0.75233644
cup,4,0.5599999999999999,1.098246702892378,0.7922175359677442,0.10624999999999998,0.02207688680342717,0.2350000000000001,2.6,5.28,-0.505216524261276,0.6335098649069576,0.8102953074781293,gensim_poincare,5,8,3.2,2.0480000000000005,100,1.3862943611198906,0.10625,0.79221755,0.044153772,0.235,-0.50521654,0.6335099,0.080952615,0.79023886
cut,2,0.3,0.5004024235381879,0.7219280948873623,-0.125,-0.03475898813907971,-0.275,5.07,4.55,0.062397223321321894,-0.700121966942428,0.7028969925056908,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,101,0.6931471805599453,-0.125,0.7219281,-0.06951798,-0.275,0.062397223,-0.70012194,-0.45952368,-0.72108763
cute,3,0.3730303030303026,0.9888652342463096,0.9001039260585272,-0.08095233333333333,-0.008086820276401422,0.6399999999999999,5.05,6.02,0.4531612343893765,-0.6177896659285272,0.7661717664345148,gensim_poincare,4,4,2.0,1.0,102,1.0986122886681098,-0.08095233,0.9001039,-0.01617364,0.64,0.45316124,-0.6177897,-0.14336532,-0.298027
dance,1,0.06,-0.0,0.0,0.2,0.2,0.5674999999999999,5.48,6.28,-0.642165157500653,0.14308360297283185,0.6579126134582961,gensim_poincare,2,1,1.0,0.5,103,0.0,0.2,0.0,0.4,0.5675,-0.6421652,0.1430836,-1.0,-0.8172378
dark,4,1.2511111111111108,1.2062851543614135,0.8701508050475945,-0.43273825,-0.056190713387612806,0.02,4.09,4.61,0.33607825017574966,0.27387279404999965,0.4335376541454586,gensim_poincare,5,4,1.6,0.5120000000000001,104,1.3862943611198906,-0.43273824,0.8701508,-0.11238143,0.02,0.33607826,0.2738728,0.080952615,-0.8047767
day,3,0.8899999999999999,0.6322351575663226,0.5754852408694662,-0.354762,-0.15060170497866646,0.3400000000000001,3.62,5.59,0.2292667621186556,0.25455168628410674,0.34257817969399995,gensim_poincare,4,3,1.5,0.5625,105,1.0986122886681098,-0.354762,0.5754852,-0.3012034,0.34,0.22926676,0.25455168,-0.14336532,-0.75233644
death,5,0.8556622186519096,1.3581250313412456,0.8438505274721836,-0.33666660000000004,-0.052570312007733364,-0.7775000000000001,5.53,3.42,-0.4664213368843122,0.1392859280555264,0.48677451993221493,gensim_poincare,6,6,2.0,0.6666666666666666,106,1.6094379124341003,-0.3366666,0.84385055,-0.10514063,-0.7775,-0.46642134,0.13928592,0.25494713,-0.64416754
deer,1,0.08,-0.0,0.0,0.111111,0.111111,0.4724999999999999,3.95,4.89,-0.727769402976102,0.2675320938019323,0.7753848883762423,gensim_poincare,2,1,1.0,0.5,107,0.0,0.111111,0.0,0.222222,0.4725,-0.7277694,0.26753208,-1.0,-0.8172378
desert,1,0.07,-0.0,0.0,0.111111,0.111111,0.09,3.5,5.58,0.5460042092460832,0.5981753158927452,0.8098977127130476,gensim_poincare,2,1,1.0,0.5,108,0.0,0.111111,0.0,0.222222,0.09,0.54600424,0.5981753,-1.0,-0.8172378
different,2,0.556185567010309,0.5642109436220892,0.8139843303788706,-0.0833335,-0.015501336804372386,0.2275,3.95,6.47,-0.20075387711851853,-0.32144216291508143,0.3789817716957413,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,109,0.6931471805599453,-0.0833335,0.81398433,-0.031002674,0.2275,-0.20075388,-0.32144216,-0.45952368,-0.72108763
dinner,2,0.29000000000000004,0.5526646224944002,0.7973265101474423,0.096154,0.019487866743282838,0.3500000000000001,3.85,6.05,0.749410887533136,0.2718106218411114,0.7971810914082536,gensim_poincare,3,3,2.0,1.3333333333333333,110,0.6931471805599453,0.096154,0.7973265,0.038975734,0.35,0.74941087,0.27181062,-0.45952368,0.048113532
dirt,1,0.07,-0.0,0.0,0.2,0.2,-0.125,3.44,4.7,-0.49530533615092887,-0.3174867560363814,0.5883240741955826,gensim_poincare,2,1,1.0,0.5,111,0.0,0.2,0.0,0.4,-0.125,-0.49530533,-0.31748676,-1.0,-0.8172378
dirty,1,0.272727272727273,-0.0,0.0,0.5,0.5,-0.4575,5.05,5.05,-0.6915066306291253,-0.20225619013568313,0.7204783040815644,gensim_poincare,2,1,1.0,0.5,112,0.0,0.5,0.0,1.0,-0.4575,-0.6915066,-0.20225619,-1.0,-0.8172378
disease,4,0.5151515151515141,1.3149515183792213,0.9485370172875577,0.1625,0.008362734690771877,-0.8300000000000001,5.5,2.8,-0.5257017166387467,0.17139781645272534,0.552937163122255,gensim_poincare,5,7,2.8,1.5679999999999998,113,1.3862943611198906,0.1625,0.948537,0.01672547,-0.83,-0.5257017,0.17139782,0.080952615,0.29179648
doctor,2,0.44292929292929295,0.5047967206873931,0.7282677255927132,-0.2083335,-0.05661093579023048,0.2324999999999999,4.05,4.69,0.6087527211689227,-0.001207698208938058,0.6087539191377185,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,114,0.6931471805599453,-0.2083335,0.7282677,-0.11322187,0.2325,0.6087527,-0.0012076983,-0.45952368,-0.72108763
dog,5,1.321319648093842,1.0944067733620897,0.6799931609085299,-0.18666680000000002,-0.059734652631319635,0.5,5.43,5.73,-0.7164670630191976,0.2713942233135569,0.7661461197704545,gensim_poincare,6,6,2.0,0.6666666666666666,115,1.6094379124341003,-0.1866668,0.67999315,-0.11946931,0.5,-0.7164671,0.27139422,0.25494713,-0.64416754
down,3,1.4040816326530612,0.6764010787621566,0.6156867948220239,-0.30555566666666667,-0.11742907761695993,0.0,5.0,5.0,0.12569308477966032,0.15803435632449409,0.20192476158293227,gensim_poincare,4,3,1.5,0.5625,116,1.0986122886681098,-0.30555567,0.6156868,-0.23485816,0.0,0.12569308,0.15803435,-0.14336532,-0.75233644
dress,2,0.21000000000000002,0.6645284386549152,0.958711882977132,-0.275,-0.011354232181288716,0.355,4.73,6.64,0.14095571818144031,0.40164327063923055,0.4256592902049993,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,117,0.6931471805599453,-0.275,0.95871186,-0.022708464,0.355,0.14095572,0.40164328,-0.45952368,-0.72108763
drink,10,1.3042692228406516,2.168035882086135,0.9415660201582574,-0.24416670000000001,-0.014267632025824812,0.4175,5.19,5.87,-0.5103418228105712,0.6364948072321499,0.8158274423817258,gensim_poincare,11,18,3.272727272727273,0.9737039819684449,118,2.302585092994046,-0.2441667,0.941566,-0.028535264,0.4175,-0.5103418,0.6364948,0.79542345,-0.32533336
drug,2,0.2323232323232322,0.5739644913933236,0.8280557253795041,-0.2083335,-0.03582175253664908,-0.2224999999999999,4.48,3.67,0.6849685642856899,-0.0627036916589684,0.6878326010064238,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,119,0.6931471805599453,-0.2083335,0.82805574,-0.0716435,-0.2225,0.6849686,-0.06270369,-0.45952368,-0.72108763
drugs,2,0.18,0.6931471805599453,1.0,-0.275,-0.0,-0.285,5.78,4.32,0.017102149456358146,0.20075809120553786,0.20148522204002622,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,120,0.6931471805599453,-0.275,1.0,-0.0,-0.285,0.01710215,0.20075808,-0.45952368,-0.72108763
drunk,3,0.4634343434343436,0.8856541762167078,0.8061571724183249,0.2527776666666666,0.04899913765616481,-0.2350000000000001,5.05,2.94,-0.5135504670490939,0.6420284449023992,0.8221524227721618,gensim_poincare,4,6,3.0,2.25,121,1.0986122886681098,0.25277767,0.8061572,0.09799828,-0.235,-0.51355046,0.64202845,-0.14336532,1.0
dumb,2,0.9806122448979591,0.43312457962373874,0.6248666831102848,0.5,0.1875666584448576,-0.64,5.3,4.39,0.6281815132352887,-0.427548234349755,0.7598746648403079,gensim_poincare,3,3,2.0,1.3333333333333333,122,0.6931471805599453,0.5,0.62486666,0.3751333,-0.64,0.6281815,-0.42754823,-0.45952368,0.048113532
ear,2,0.1326530612244898,0.6901856760188042,0.9957274520849256,-0.020833500000000005,-8.90121269887018e-05,0.215,3.5,6.74,0.3464246492858629,-0.724486334242423,0.8030507369630246,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,123,0.6931471805599453,-0.0208335,0.9957275,-0.00017802426,0.215,0.34642464,-0.72448635,-0.45952368,-0.72108763
earth,5,0.62,1.389701056684685,0.8634698151126022,-0.4416666,-0.060300822556588356,0.4575,5.04,5.69,-0.5041178347964927,-0.34697684022773717,0.6119866983965654,gensim_poincare,6,5,1.6666666666666667,0.462962962962963,124,1.6094379124341003,-0.4416666,0.86346984,-0.12060165,0.4575,-0.50411785,-0.34697685,0.25494713,-0.8556979
easy,1,0.4,-0.0,0.0,0.1,0.1,0.6174999999999999,3.82,6.79,0.21317601196441302,-0.1369471428831449,0.2533742923441683,gensim_poincare,2,1,1.0,0.5,125,0.0,0.1,0.0,0.2,0.6175,0.21317601,-0.13694714,-1.0,-0.8172378
eat,5,0.9612100597814884,1.131008549027376,0.7027351227962862,-0.24115379999999997,-0.07168655474420894,0.5249999999999999,4.38,7.26,0.7376231721967764,0.2686785949473948,0.78503256718721,gensim_poincare,6,7,2.3333333333333335,0.9074074074074076,126,1.6094379124341003,-0.2411538,0.7027351,-0.14337312,0.525,0.73762316,0.2686786,0.25494713,-0.39417714
egg,1,0.2008080808080808,-0.0,0.0,0.333333,0.333333,0.2375,3.28,5.74,0.7262628958772267,0.4062092496762975,0.832144067124531,gensim_poincare,2,1,1.0,0.5,127,0.0,0.333333,0.0,0.666666,0.2375,0.72626287,0.40620926,-1.0,-0.8172378
eggs,2,0.2735518449804165,0.609517470050577,0.8793478313771548,0.125,0.015081521077855653,0.0,5.0,5.0,0.7384337652038852,0.38421502629196286,0.8324095218230749,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,128,0.6931471805599453,0.125,0.87934786,0.030163042,0.0,0.7384338,0.38421503,-0.45952368,-0.72108763
electricity,2,0.433636363636364,0.5428012753413773,0.7830967081232099,-0.3035715,-0.065845657669975,0.2875000000000001,4.3,4.68,0.46252205616912667,0.09145418253893874,0.47147695590217586,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,129,0.6931471805599453,-0.3035715,0.78309673,-0.13169132,0.2875,0.46252206,0.091454186,-0.45952368,-0.72108763
end,2,0.192448979591837,0.6555357030919882,0.9457381079764713,-0.275,-0.014922020306470397,-0.0674999999999999,3.95,4.41,-0.4338854956687568,0.13404695894893542,0.4541202600139971,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,130,0.6931471805599453,-0.275,0.94573814,-0.02984404,-0.0675,-0.43388548,0.13404696,-0.45952368,-0.72108763
evil,2,0.41000000000000003,0.5555365967291861,0.8014698931335288,0.15,0.02977951602997068,-0.665,5.67,3.6,0.44179698049178817,-0.44234559862147704,0.625183333584201,gensim_poincare,3,3,2.0,1.3333333333333333,131,0.6931471805599453,0.15,0.8014699,0.059559032,-0.665,0.441797,-0.4423456,-0.45952368,0.048113532
eye,3,0.42000000000000004,1.0196512961166977,0.9281266072063152,-0.18518533333333334,-0.013309898202296111,0.2949999999999999,3.95,5.72,0.013605620083681429,-0.33285413926842766,0.33313209230872265,gensim_poincare,4,3,1.5,0.5625,132,1.0986122886681098,-0.18518533,0.92812663,-0.026619796,0.295,0.01360562,-0.33285415,-0.14336532,-0.75233644
eyes,5,0.694081632653061,1.5122585683383534,0.9396190785957231,-0.29000000000000004,-0.017510467207240293,0.3925,3.18,5.94,0.2024271323512953,-0.6295493031315101,0.6612934817351059,gensim_poincare,6,6,2.0,0.6666666666666666,133,1.6094379124341003,-0.29,0.93961906,-0.035020933,0.3925,0.20242713,-0.6295493,0.25494713,-0.64416754
face,3,0.472525252525253,0.8130456931225765,0.740066082920175,-0.06111099999999999,-0.015884821606665187,0.3400000000000001,4.59,5.96,0.34454954990692715,-0.7292010823576971,0.8065039434824253,gensim_poincare,4,4,2.0,1.0,134,1.0986122886681098,-0.061111,0.7400661,-0.031769644,0.34,0.34454954,-0.7292011,-0.14336532,-0.298027
fake,1,0.154639175257732,-0.0,0.0,0.25,0.25,-0.595,5.15,4.47,0.36444023430175554,-0.5002140386771231,0.6188947962841479,gensim_poincare,2,1,1.0,0.5,135,0.0,0.25,0.0,0.5,-0.595,0.36444023,-0.50021404,-1.0,-0.8172378
fall,2,0.264081632653061,0.535873899651488,0.7731026175690318,-0.2083335,-0.047270325822682126,-0.2774999999999999,4.24,3.83,0.2712745642910136,0.4058735475564573,0.4881835984927628,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,136,0.6931471805599453,-0.2083335,0.77310264,-0.09454065,-0.2775,0.27127457,0.40587354,-0.45952368,-0.72108763
false,4,1.1860677466863037,1.0124816138466626,0.7303511016439173,-0.18750025,-0.05055923585399011,-0.4325,5.23,4.7,0.36413796796618464,-0.4957629388069146,0.6151238503009053,gensim_poincare,5,4,1.6,0.5120000000000001,137,1.3862943611198906,-0.18750025,0.7303511,-0.101118475,-0.4325,0.36413798,-0.49576294,0.080952615,-0.8047767
family,2,0.19,0.6581099875431143,0.9494520153879485,-0.2083335,-0.010530838552174822,0.5625,4.35,5.98,-0.407068997738148,-0.358211844588445,0.5422369357789975,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,138,0.6931471805599453,-0.2083335,0.94945204,-0.021061677,0.5625,-0.407069,-0.35821185,-0.45952368,-0.72108763
farm,3,0.28,1.0607314736099946,0.965519396197507,-0.2546296666666667,-0.008779784652694182,0.3049999999999999,3.05,6.08,-0.7295923886862641,0.251422534315407,0.7716983506464885,gensim_poincare,4,3,1.5,0.5625,139,1.0986122886681098,-0.25462967,0.96551937,-0.01755957,0.305,-0.7295924,0.25142252,-0.14336532,-0.75233644
fast,4,1.513434343434343,1.0552476611720027,0.7612002838412628,-0.18541675000000002,-0.04427746727107554,0.0,5.0,5.0,-0.6791792024186204,-0.07375188097420293,0.683171815098681,gensim_poincare,5,4,1.6,0.5120000000000001,140,1.3862943611198906,-0.18541674,0.7612003,-0.08855493,0.0,-0.6791792,-0.07375188,0.080952615,-0.8047767
fat,5,0.4514141414141414,1.5596750760655997,0.969080611321477,-0.2283334,-0.007059929142888653,-0.565,3.89,4.0,-0.41287588901182615,0.5170908459873168,0.6617019289160224,gensim_poincare,6,6,2.0,0.6666666666666666,141,1.6094379124341003,-0.2283334,0.9690806,-0.014119858,-0.565,-0.4128759,0.51709086,0.25494713,-0.64416754
female,3,0.7764136207435177,0.9162070850331052,0.8339676285105627,-0.18253966666666666,-0.030307493747558048,0.6299999999999999,5.9,6.42,0.30776753495083214,-0.5573641271586235,0.6366911541815278,gensim_poincare,4,4,2.0,1.0,142,1.0986122886681098,-0.18253967,0.8339676,-0.06061499,0.63,0.30776754,-0.5573641,-0.14336532,-0.298027
fight,1,0.13060606060606061,-0.0,0.0,0.166667,0.166667,-0.365,6.33,4.68,-0.46165285581073945,-0.10525064125509187,0.4734987399801814,gensim_poincare,2,1,1.0,0.5,143,0.0,0.166667,0.0,0.333334,-0.365,-0.46165285,-0.10525064,-1.0,-0.8172378
film,2,0.9379529993815705,0.2394820568963123,0.34549957586619834,0.0,0.0,0.3325,4.1,6.17,-0.34839813923041585,-0.4224053613830774,0.5475468498168758,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,144,0.6931471805599453,0.0,0.34549958,0.0,0.3325,-0.34839815,-0.42240536,-0.45952368,-0.72108763
find,2,0.1313131313131313,0.6901856760188041,0.9957274520849254,0.1666665,0.0007120906070877787,0.3625,3.52,6.24,0.01363414125059645,-0.27815555599016756,0.2784895027390448,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,145,0.6931471805599453,0.1666665,0.9957275,0.0014241812,0.3625,0.013634142,-0.27815557,-0.45952368,-0.72108763
finger,2,0.401313131313131,0.6917362614270157,0.9979644739638271,-0.166667,-0.00033925501787082077,0.1999999999999999,4.15,5.32,-0.48941011802954826,-0.18846739577627006,0.5244446804958418,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,146,0.6931471805599453,-0.166667,0.9979645,-0.00067851006,0.2,-0.48941013,-0.1884674,-0.45952368,-0.72108763
fire,4,0.51,1.2677780037598063,0.9145085194861912,-0.28125,-0.024044478894508736,-0.1699999999999999,6.05,4.57,0.48503686430390575,0.6122057500533189,0.7810612268779652,gensim_poincare,5,5,2.0,0.8,147,1.3862943611198906,-0.28125,0.9145085,-0.048088957,-0.17,0.48503685,0.61220574,0.080952615,-0.5057113
fish,2,0.29000000000000004,0.6441857770863766,0.9293636260137188,-0.2083335,-0.014715923019870914,0.355,3.33,6.08,0.22473551604597378,0.7371786475461408,0.7706739975958755,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,148,0.6931471805599453,-0.2083335,0.9293636,-0.029431846,0.355,0.22473551,0.7371786,-0.45952368,-0.72108763
fix,1,0.1325627408101635,-0.0,0.0,0.5,0.5,0.2775000000000001,3.6,6.72,-0.50412880884588,0.6490565183116135,0.8218395341373884,gensim_poincare,2,1,1.0,0.5,149,0.0,0.5,0.0,1.0,0.2775,-0.5041288,0.6490565,-1.0,-0.8172378
flower,2,0.16,0.6931471805599453,1.0,-0.125,-0.0,0.575,3.67,6.43,0.5630023883233587,-0.42591424237909603,0.7059565362819197,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,150,0.6931471805599453,-0.125,1.0,-0.0,0.575,0.5630024,-0.42591423,-0.45952368,-0.72108763
