node,degree,strength,entropy,entropy_norm,kappa,C_ent,valence_centered,arousal_raw,dominance_raw,x,y,radius,embedding_engine,n_local,local_edges,mean_degree_local,eta_local_raw,node_index,log_degree_raw,feature_kappa,feature_entropy_norm,feature_c_ent,feature_valence,feature_poincare_x,feature_poincare_y,feature_log_degree,feature_eta_local
flowers,3,0.36,0.9338238517147219,0.8500031005905029,-0.26666700000000004,-0.03999922317483238,0.0,5.0,5.0,0.45095602093383463,-0.6424505854134451,0.7849229818998521,gensim_poincare,4,3,1.5,0.5625,151,1.0986122886681098,-0.266667,0.8500031,-0.07999845,0.0,0.45095602,-0.6424506,-0.14336532,-0.75233644
fly,5,0.92,1.4166407795499119,0.8802084060561219,-0.065,-0.007786453606352074,0.2649999999999999,4.9,5.28,-0.35402089071905857,0.5283581324804558,0.6359977258007693,gensim_poincare,6,7,2.3333333333333335,0.9074074074074076,152,1.6094379124341003,-0.065,0.88020843,-0.015572907,0.265,-0.3540209,0.52835816,0.25494713,-0.39417714
food,13,2.1340507111935683,2.285476344489386,0.8910415084184204,-0.255424,-0.027830613753733375,0.6299999999999999,4.69,6.08,0.7527578879329108,0.27246940377551426,0.8005523179898993,gensim_poincare,14,17,2.4285714285714284,0.4212827988338192,153,2.5649493574615367,-0.255424,0.8910415,-0.055661228,0.63,0.7527579,0.2724694,1.0,-0.8989794
foot,3,0.45222222222222225,1.0137238182370476,0.9227311843252948,-0.18518533333333334,-0.01430905138699218,-0.08,2.77,5.97,-0.5196110414184073,-0.20119272750189368,0.5572020710330975,gensim_poincare,4,3,1.5,0.5625,154,1.0986122886681098,-0.18518533,0.92273116,-0.028618103,-0.08,-0.51961106,-0.20119272,-0.14336532,-0.75233644
football,2,0.3016161616161616,0.6120513743578305,0.8830034825553166,0.263889,0.03087409399196006,0.3799999999999999,5.65,5.42,-0.675509507870447,-0.44628020546815733,0.8096166481836167,gensim_poincare,3,3,2.0,1.3333333333333333,155,0.6931471805599453,0.263889,0.8830035,0.061748188,0.38,-0.6755095,-0.4462802,-0.45952368,0.048113532
forever,2,0.3426530612244898,0.5119056760774728,0.7385237802798822,-0.0833335,-0.02178972855604644,0.0,5.0,5.0,-0.15401254425227817,-0.43141447389430887,0.45808111953295266,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,156,0.6931471805599453,-0.0833335,0.7385238,-0.043579455,0.0,-0.15401255,-0.43141448,-0.45952368,-0.72108763
friend,1,0.08,-0.0,0.0,0.142857,0.142857,0.4475,4.29,6.31,0.4447213678749012,-0.6203912789566628,0.7633232827904616,gensim_poincare,2,1,1.0,0.5,157,0.0,0.142857,0.0,0.285714,0.4475,0.44472137,-0.62039125,-1.0,-0.8172378
fruit,3,0.9731313131313131,0.9647174258960589,0.8781236436610619,0.152778,0.018620025968750287,0.5,4.09,6.12,-0.21542756693755993,-0.7561076911565753,0.7861983701476135,gensim_poincare,4,4,2.0,1.0,158,1.0986122886681098,0.152778,0.87812364,0.03724005,0.5,-0.21542756,-0.7561077,-0.14336532,-0.298027
fun,6,0.8043434343434336,1.694069354361064,0.9454781087837204,-0.2717595,-0.014816841895990534,0.8424999999999998,6.32,7.04,-0.5917161902524568,-0.41534204318103896,0.7229364167343361,gensim_poincare,7,8,2.2857142857142856,0.7463556851311953,159,1.791759469228055,-0.2717595,0.9454781,-0.029633684,0.8425,-0.5917162,-0.41534203,0.397111,-0.56141675
funny,2,0.524343434343435,0.6323867438258801,0.9123412192415166,0.0,0.0,0.6475,5.38,6.33,-0.30601349765854935,-0.5456762353739885,0.6256251390418607,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,160,0.6931471805599453,0.0,0.91234124,0.0,0.6475,-0.3060135,-0.54567623,-0.45952368,-0.72108763
game,9,1.142020202020202,2.0767822697710048,0.9451843435543436,-0.26080233333333336,-0.014296051104225577,0.4475,5.05,5.84,-0.6626375303983384,-0.43309349989395624,0.7916176326628943,gensim_poincare,10,13,2.6,0.676,161,2.1972245773362196,-0.26080233,0.94518435,-0.028592102,0.4475,-0.66263753,-0.4330935,0.71326935,-0.6344756
games,3,0.6060606060606057,0.9908353864438493,0.9018972358711529,-0.027778,-0.002725098581971115,0.0,5.0,5.0,-0.6155154519260629,-0.41746719739288074,0.7437325678352481,gensim_poincare,4,4,2.0,1.0,162,1.0986122886681098,-0.027778,0.90189725,-0.005450197,0.0,-0.6155155,-0.4174672,-0.14336532,-0.298027
garbage,2,0.8491836734693875,0.3164971894323218,0.4566089256493055,-0.0833335,-0.0452826800944036,-0.53,3.84,5.15,0.042554954154627185,0.13476936239722384,0.1413283593765125,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,163,0.6931471805599453,-0.0833335,0.45660892,-0.09056536,-0.53,0.042554956,0.13476937,-0.45952368,-0.72108763
garden,2,0.3,0.5799151714181008,0.8366407419411671,-0.0833335,-0.013613298731445752,0.5625,3.71,6.13,0.48029539805847216,-0.5770685126678708,0.7507940714396024,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,164,0.6931471805599453,-0.0833335,0.8366407,-0.027226597,0.5625,0.4802954,-0.5770685,-0.45952368,-0.72108763
gas,2,0.2,0.6730116670092565,0.9709505944546688,-0.125,-0.0036311756931663997,-0.2350000000000001,4.4,4.17,0.2013882238479305,0.1964355083049466,0.2813256576063529,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,165,0.6931471805599453,-0.125,0.9709506,-0.0072623515,-0.235,0.20138822,0.19643551,-0.45952368,-0.72108763
ghost,1,0.09,-0.0,0.0,0.142857,0.142857,-0.1924999999999999,5.7,4.47,0.04992048255306494,0.3017997967046554,0.3059005914824327,gensim_poincare,2,1,1.0,0.5,166,0.0,0.142857,0.0,0.285714,-0.1925,0.04992048,0.3017998,-1.0,-0.8172378
girl,7,1.8231313131313134,1.3931522198172464,0.7159386164328214,-0.16309542857142856,-0.04632911309348194,0.5375000000000001,5.23,5.27,0.44091846402111334,-0.6151003499894876,0.7568074606344258,gensim_poincare,8,10,2.5,0.78125,167,1.9459101490553132,-0.16309543,0.7159386,-0.09265823,0.5375,0.44091848,-0.6151003,0.51730883,-0.5251817
glass,6,0.6011111111111109,1.7519748066405374,0.9777957570361506,-0.21805549999999999,-0.004841757301603657,0.1200000000000001,3.14,5.42,-0.48876050251814307,0.6288521790751416,0.796455831763031,gensim_poincare,7,9,2.5714285714285716,0.9446064139941692,168,1.791759469228055,-0.2180555,0.9777958,-0.009683515,0.12,-0.4887605,0.6288522,0.397111,-0.3555489
glasses,2,0.274081632653061,0.5681885067540238,0.8197227409841354,0.0333335,0.0060092720134053215,0.0,5.0,5.0,0.10802519559369547,-0.5096524777106648,0.5209751346462477,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,169,0.6931471805599453,0.0333335,0.8197227,0.012018544,0.0,0.10802519,-0.5096525,-0.45952368,-0.72108763
go,4,0.9424242424242419,1.1078319174943603,0.7991318067538125,-0.2083335,-0.04184757373765461,0.33,4.86,5.33,-0.6956932928603926,-0.08872319935269106,0.7013280001784566,gensim_poincare,5,4,1.6,0.5120000000000001,170,1.3862943611198906,-0.2083335,0.7991318,-0.08369515,0.33,-0.6956933,-0.0887232,0.080952615,-0.8047767
god,4,0.5423232323232323,1.2691357226408755,0.9154879066345111,0.18750025,0.015846038634052515,0.2250000000000001,5.56,5.0,0.08342173917147706,-0.8078253038481085,0.8121212397811565,gensim_poincare,5,6,2.4,1.152,171,1.3862943611198906,0.18750025,0.9154879,0.031692076,0.225,0.08342174,-0.8078253,0.080952615,-0.14018692
gold,3,0.29193156050298913,1.0543461915108736,0.9597072619578089,-0.24867766666666669,-0.010019904079943328,0.5700000000000001,6.35,5.8,0.4886305287540223,0.06734509441604951,0.4932495873007316,gensim_poincare,4,3,1.5,0.5625,172,1.0986122886681098,-0.24867767,0.95970726,-0.020039808,0.57,0.48863053,0.0673451,-0.14336532,-0.75233644
good,5,1.22,1.2317486359740444,0.765328458126824,-0.31,-0.07274817798068454,0.7224999999999999,3.66,6.41,0.4494079144189468,-0.4244746072530068,0.6181797196163764,gensim_poincare,6,6,2.0,0.6666666666666666,173,1.6094379124341003,-0.31,0.76532847,-0.14549635,0.7225,0.4494079,-0.4244746,0.25494713,-0.64416754
government,2,0.251212121212121,0.5497414201039037,0.7931092205551582,0.1666665,0.03448176209234372,-0.305,3.75,3.11,0.05786119623526214,0.551818565846197,0.5548438047255545,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,174,0.6931471805599453,0.1666665,0.79310924,0.06896353,-0.305,0.057861198,0.55181855,-0.45952368,-0.72108763
grass,1,0.891919191919192,-0.0,0.0,0.1,0.1,0.3674999999999999,3.39,5.67,-0.2196344089874819,-0.7620865626604179,0.7931047866447734,gensim_poincare,2,1,1.0,0.5,175,0.0,0.1,0.0,0.2,0.3675,-0.21963441,-0.7620866,-1.0,-0.8172378
great,4,0.4306060606060606,1.3019109338115364,0.9391302239445116,-0.16875,-0.010271774709363664,0.625,4.14,6.65,-0.3905523735275859,0.5002251030733809,0.6346308456203539,gensim_poincare,5,5,2.0,0.8,176,1.3862943611198906,-0.16875,0.93913025,-0.02054355,0.625,-0.39055237,0.5002251,0.080952615,-0.5057113
green,10,2.086363636363637,1.8561895670242972,0.8061328863250384,-0.2827579,-0.054817457941793414,0.3225,4.07,5.64,-0.22000310002728343,-0.7580288256296734,0.7893092324983388,gensim_poincare,11,15,2.727272727272727,0.67618332081142,177,2.302585092994046,-0.2827579,0.8061329,-0.10963491,0.3225,-0.2200031,-0.7580288,0.79542345,-0.6342852
group,2,0.1608080808080808,0.6931345545630172,0.9999817845368456,-0.2083335,-3.7948911930754884e-06,0.195,3.43,4.39,-0.04915543747361309,0.6959063251307345,0.6976402155769017,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,178,0.6931471805599453,-0.2083335,0.99998176,-7.5897824e-06,0.195,-0.049155436,0.69590634,-0.45952368,-0.72108763
guitar,2,0.3123232323232328,0.6927044588822341,0.999361287631072,0.201389,0.00012862964526603798,0.5249999999999999,4.4,5.89,-0.11829497685765329,0.7699605579195316,0.7789948409980063,gensim_poincare,3,3,2.0,1.3333333333333333,179,0.6931471805599453,0.201389,0.9993613,0.0002572593,0.525,-0.11829498,0.7699606,-0.45952368,0.048113532
gun,2,0.2929292929292928,0.5890026049647304,0.8497511372532978,-0.2083335,-0.031301871447040094,-0.3349999999999999,7.74,4.71,-0.14876449080967782,0.7928425140687889,0.8066784525700315,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,180,0.6931471805599453,-0.2083335,0.8497511,-0.06260374,-0.335,-0.14876449,0.7928425,-0.45952368,-0.72108763
hair,4,0.3824386724386724,1.3373797327206753,0.9647155540907628,-0.2916665,-0.010291290842786526,0.2949999999999999,3.71,6.69,0.07354578370464095,-0.6879472217376921,0.691867301003118,gensim_poincare,5,4,1.6,0.5120000000000001,181,1.3862943611198906,-0.2916665,0.96471554,-0.020582581,0.295,0.073545784,-0.6879472,0.080952615,-0.8047767
hand,3,0.46292929292929264,1.0305472203571557,0.9380445048603343,-0.05555566666666667,-0.0034419788361475545,0.2250000000000001,3.98,5.88,-0.5088728851242453,-0.19629009981235565,0.5454185699983252,gensim_poincare,4,3,1.5,0.5625,182,1.0986122886681098,-0.055555668,0.9380445,-0.006883958,0.225,-0.50887287,-0.1962901,-0.14336532,-0.75233644
happy,4,0.725257731958763,1.2253302753692645,0.883888955863173,-0.2083335,-0.024189820213679658,0.8675000000000002,6.05,7.21,-0.337917634371682,-0.5292996327678703,0.6279700859655307,gensim_poincare,5,4,1.6,0.5120000000000001,183,1.3862943611198906,-0.2083335,0.88388896,-0.04837964,0.8675,-0.33791763,-0.5292996,0.080952615,-0.8047767
hard,10,1.3542589156874871,1.987362938808459,0.8631007578635436,-0.4544047000000001,-0.06220765905324386,-0.1625000000000001,4.5,4.96,0.22340496512495114,-0.1354854528992533,0.2612777954396363,gensim_poincare,11,11,2.0,0.36363636363636365,184,2.302585092994046,-0.4544047,0.86310077,-0.124415316,-0.1625,0.22340496,-0.13548546,0.79542345,-0.9588407
hat,2,0.418367346938776,0.604536484580802,0.8721617883411704,0.25,0.031959552914707395,0.1725000000000001,2.88,6.21,0.3439282996809633,-0.7192646451906659,0.7972630087635403,gensim_poincare,3,3,2.0,1.3333333333333333,185,0.6931471805599453,0.25,0.8721618,0.063919105,0.1725,0.3439283,-0.7192646,-0.45952368,0.048113532
hate,2,0.56,0.37677016125643686,0.5435644431995965,-0.2708335,-0.12361803937270208,-0.76,6.26,4.47,-0.15304260395886962,-0.40605891832332014,0.43394225857412894,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,186,0.6931471805599453,-0.2708335,0.54356444,-0.24723607,-0.76,-0.1530426,-0.4060589,-0.45952368,-0.72108763
head,6,0.7604081632653064,1.624635789902856,0.9067264986202636,-0.2916666666666667,-0.027204771235756466,0.215,4.45,5.56,0.34455872322843367,-0.7113712400092621,0.7904237818190465,gensim_poincare,7,7,2.0,0.5714285714285714,187,1.791759469228055,-0.29166666,0.9067265,-0.05440954,0.215,0.34455872,-0.71137124,0.397111,-0.7430648
health,2,0.1806060606060606,0.6380535849069913,0.9205167427667414,-0.275,-0.021857895739146104,0.4624999999999999,3.48,6.0,0.48852351470413885,-0.2802576668496037,0.5632047445173632,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,188,0.6931471805599453,-0.275,0.9205167,-0.04371579,0.4625,0.4885235,-0.28025767,-0.45952368,-0.72108763
heart,3,0.592040816326531,0.7990307632569252,0.7273091439980351,-0.361111,-0.09847166770172554,0.4875,5.07,5.43,-0.15001482671075397,-0.29347975881964383,0.3295979627817712,gensim_poincare,4,3,1.5,0.5625,189,1.0986122886681098,-0.361111,0.72730917,-0.19694334,0.4875,-0.15001483,-0.29347977,-0.14336532,-0.75233644
heat,4,0.45999999999999996,1.282850426323203,0.9253809741293888,0.08333325,0.006218245937632111,-0.0575000000000001,5.75,5.89,0.5327493762735545,0.607488412287137,0.8080000426875037,gensim_poincare,5,8,3.2,2.0480000000000005,190,1.3862943611198906,0.08333325,0.92538095,0.012436491,-0.0575,0.53274935,0.6074884,0.080952615,0.79023886
heavy,3,0.6011111111111109,0.9324236405993231,0.848728573507708,-0.357143,-0.05402553107173663,-0.0549999999999999,3.65,3.61,0.22533625072393065,0.38729823943121655,0.44808074289890887,gensim_poincare,4,3,1.5,0.5625,191,1.0986122886681098,-0.357143,0.8487286,-0.10805106,-0.055,0.22533625,0.38729823,-0.14336532,-0.75233644
help,1,0.161616161616162,-0.0,0.0,0.333333,0.333333,0.4875,4.29,6.89,0.2990322793642051,0.14518932765933462,0.3324157712382516,gensim_poincare,2,1,1.0,0.5,192,0.0,0.333333,0.0,0.666666,0.4875,0.29903227,0.14518933,-1.0,-0.8172378
high,3,0.361212121212121,1.0391280003333825,0.94585506738975,-0.3333336666666667,-0.018048328918394203,0.1924999999999999,4.1,5.76,-0.04430457204878594,0.13436098817983202,0.14147710150086842,gensim_poincare,4,3,1.5,0.5625,193,1.0986122886681098,-0.33333367,0.9458551,-0.03609666,0.1925,-0.044304572,0.13436098,-0.14336532,-0.75233644
hit,2,0.13,0.6901856760188041,0.9957274520849254,-0.26666650000000003,-0.0011393453985952375,-0.2624999999999999,5.48,5.15,-0.6565464171387194,-0.11412155802143518,0.6663909722249614,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,194,0.6931471805599453,-0.2666665,0.9957275,-0.0022786907,-0.2625,-0.6565464,-0.11412156,-0.45952368,-0.72108763
home,6,1.3642795299938155,1.1161542316909272,0.6229375375768494,-0.44583316666666667,-0.1681069516532442,0.6200000000000001,3.78,6.77,-0.503077471819896,-0.32353511015182373,0.5981320173286588,gensim_poincare,7,6,1.7142857142857142,0.41982507288629733,195,1.791759469228055,-0.44583318,0.62293756,-0.33621392,0.62,-0.50307745,-0.3235351,0.397111,-0.90049314
honest,2,0.3224242424242426,0.6849558716284033,0.988182439226075,0.125,0.00147719509674063,0.79,4.0,6.7,0.33136583182060564,-0.4965633441976511,0.5969744293509704,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,196,0.6931471805599453,0.125,0.9881824,0.0029543901,0.79,0.33136582,-0.49656335,-0.45952368,-0.72108763
horse,2,0.25,0.6268694575724263,0.9043814577244939,0.1944445,0.018592499643489656,0.2624999999999999,4.16,5.71,-0.7331467314590022,0.27225961164062484,0.7820674050104135,gensim_poincare,3,3,2.0,1.3333333333333333,197,0.6931471805599453,0.1944445,0.90438145,0.037185,0.2625,-0.7331467,0.27225962,-0.45952368,0.048113532
hot,9,1.5141764584621726,1.9803393522195938,0.9012912802115275,-0.15524688888888888,-0.015324221653365458,0.1825000000000001,4.76,5.0,0.5405658287414905,0.5920557630904991,0.8017115702119109,gensim_poincare,10,15,3.0,0.9,198,2.1972245773362196,-0.15524688,0.90129125,-0.030648444,0.1825,0.54056585,0.59205574,0.71326935,-0.40186915
house,8,1.513232323232323,1.4233569470077954,0.6844900029543338,-0.49479175,-0.15611174358072,0.5475000000000001,3.95,6.41,-0.6758664198925415,-0.20534480270772812,0.7063723561532097,gensim_poincare,9,8,1.7777777777777777,0.3511659807956104,199,2.0794415416798357,-0.49479175,0.68449,-0.3122235,0.5475,-0.6758664,-0.2053448,0.6214289,-0.97179025
ice,2,0.62,0.491327448450522,0.7088356733321959,-0.1666665,-0.048527339250579574,0.2649999999999999,3.3,4.89,0.36439321691443594,0.6793545775323299,0.7709118357810973,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,200,0.6931471805599453,-0.1666665,0.70883566,-0.097054675,0.265,0.3643932,0.67935455,-0.45952368,-0.72108763
ice cream,2,0.23,0.5739644913933234,0.8280557253795038,-0.3444445,-0.05922525969951951,0.0,5.0,5.0,0.6200234955956777,0.443837782535465,0.762509745706035,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,201,0.6931471805599453,-0.3444445,0.82805574,-0.11845052,0.0,0.6200235,0.4438378,-0.45952368,-0.72108763
idea,1,0.1313131313131313,-0.0,0.0,0.25,0.25,0.5125,4.66,6.11,0.6381306655286498,-0.47224677465976755,0.7938688572205053,gensim_poincare,2,1,1.0,0.5,202,0.0,0.25,0.0,0.5,0.5125,0.63813066,-0.47224677,-1.0,-0.8172378
idiot,2,0.44897959183673497,0.6416366319605133,0.9256859869821296,0.5,0.03715700650893522,-0.4925,4.85,4.2,0.6254828581684899,-0.42539974810748693,0.7564348957792314,gensim_poincare,3,3,2.0,1.3333333333333333,203,0.6931471805599453,0.5,0.925686,0.07431401,-0.4925,0.62548286,-0.42539975,-0.45952368,0.048113532
illness,2,0.6767676767676766,0.5963047219619936,0.8602858652332404,0.375,0.05239280053753487,-0.7625,5.11,3.02,-0.5511494697836385,0.189952502847303,0.5829645712912068,gensim_poincare,3,3,2.0,1.3333333333333333,204,0.6931471805599453,0.375,0.8602859,0.1047856,-0.7625,-0.5511495,0.18995251,-0.45952368,0.048113532
indian,2,0.13122448979591841,0.6909094430948858,0.9967716272563472,-0.294872,-0.0009519567276664006,0.0,5.0,5.0,0.7065648058903106,0.17203123536260997,0.7272060030439779,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,205,0.6931471805599453,-0.294872,0.99677163,-0.0019039134,0.0,0.7065648,0.17203124,-0.45952368,-0.72108763
insect,3,0.846969696969697,0.586162182830139,0.5335478119772046,0.049999999999999996,0.02332260940113977,-0.1425,4.67,4.79,-0.3731494805390576,0.5085831429593328,0.6307910494997228,gensim_poincare,4,4,2.0,1.0,206,1.0986122886681098,0.05,0.5335478,0.04664522,-0.1425,-0.37314948,0.5085831,-0.14336532,-0.298027
instrument,4,0.5208080808080808,1.2424934492253232,0.8962695687671984,-0.079861,-0.008284015968682766,0.4199999999999999,3.88,6.35,-0.11294737726492321,0.7611208420771386,0.7694556818136035,gensim_poincare,5,6,2.4,1.152,207,1.3862943611198906,-0.079861,0.89626956,-0.016568031,0.42,-0.112947375,0.76112086,0.080952615,-0.14018692
internet,1,0.1925376211090494,-0.0,0.0,0.5,0.5,0.4199999999999999,5.44,6.24,-0.5370570028472279,0.5290106663243314,0.7538451494784326,gensim_poincare,2,1,1.0,0.5,208,0.0,0.5,0.0,1.0,0.42,-0.537057,0.52901065,-1.0,-0.8172378
iron,2,0.33333333333333287,0.5859526183035512,0.845350936622437,-0.3285715,-0.05081327472756095,0.0075,3.24,5.51,0.20580059979324364,0.4642543021990253,0.5078247177772689,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,209,0.6931471805599453,-0.3285715,0.8453509,-0.10162655,0.0075,0.2058006,0.4642543,-0.45952368,-0.72108763
island,3,0.18,1.0986122886681096,0.9999999999999998,-0.16666666666666666,-3.700743415417188e-17,0.5449999999999999,4.25,5.58,0.2545491038279268,0.695407564363242,0.7405315164347952,gensim_poincare,4,4,2.0,1.0,210,1.0986122886681098,-0.16666667,1.0,-7.401487e-17,0.545,0.25454912,0.69540757,-0.14336532,-0.298027
jail,3,0.9250628736343024,0.4791941319446526,0.4361812960654192,0.4222223333333333,0.23805684875223454,-0.7725,4.47,3.91,0.0037972983850167153,0.583671516596775,0.583683868854883,gensim_poincare,4,5,2.5,1.5625,211,1.0986122886681098,0.42222235,0.4361813,0.4761137,-0.7725,0.0037972983,0.5836715,-0.14336532,0.28608516
jesus,1,0.12,-0.0,0.0,0.25,0.25,0.0,5.0,5.0,0.08488181190500538,-0.8140982572687135,0.8185113893405719,gensim_poincare,2,1,1.0,0.5,212,0.0,0.25,0.0,0.5,0.0,0.08488181,-0.81409824,-1.0,-0.8172378
job,1,0.4990723562152129,-0.0,0.0,0.166667,0.166667,0.1599999999999999,4.0,4.44,0.23542313246848276,-0.14293169248082882,0.2754151775351297,gensim_poincare,2,1,1.0,0.5,213,0.0,0.166667,0.0,0.333334,0.16,0.23542313,-0.1429317,-1.0,-0.8172378
join,1,0.08,-0.0,0.0,0.333333,0.333333,0.2075,3.9,4.94,-0.1400267804734666,-0.4084089051296942,0.4317468390608088,gensim_poincare,2,1,1.0,0.5,214,0.0,0.333333,0.0,0.666666,0.2075,-0.14002678,-0.4084089,-1.0,-0.8172378
kind,1,0.29,-0.0,0.0,0.25,0.25,0.6950000000000001,3.19,7.62,0.5014975504089799,-0.47543980158462196,0.6910447149042036,gensim_poincare,2,1,1.0,0.5,215,0.0,0.25,0.0,0.5,0.695,0.50149757,-0.4754398,-1.0,-0.8172378
king,2,0.996464646464646,0.34965104810855363,0.5044398331478387,0.0,0.0,0.25,4.45,5.53,-0.6276310564689703,0.3896374938586073,0.7387409015783355,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,216,0.6931471805599453,0.0,0.50443983,0.0,0.25,-0.62763107,0.3896375,-0.45952368,-0.72108763
knife,2,0.762828282828283,0.6227464015623603,0.8984331452654643,0.0,0.0,-0.1674999999999999,4.86,5.29,0.059288019261205006,-0.6809239393692511,0.6835001685691501,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,217,0.6931471805599453,0.0,0.89843315,0.0,-0.1675,0.059288017,-0.68092394,-0.45952368,-0.72108763
knowledge,3,0.36,1.0181052125220258,0.9267193012708006,-0.41666700000000007,-0.030533648897399332,0.5700000000000001,4.86,7.2,0.5800032520352869,-0.3458746288478988,0.675302177733924,gensim_poincare,4,3,1.5,0.5625,218,1.0986122886681098,-0.416667,0.9267193,-0.061067298,0.57,0.58000326,-0.34587464,-0.14336532,-0.75233644
language,3,0.39,1.037952601641004,0.9447851733930211,-0.27777766666666664,-0.015337445700291167,0.345,3.7,7.37,-0.20286538715982075,0.16956050315575885,0.26439578199725133,gensim_poincare,4,3,1.5,0.5625,219,1.0986122886681098,-0.27777767,0.9447852,-0.030674892,0.345,-0.20286539,0.1695605,-0.14336532,-0.75233644
large,4,1.3457575757575757,1.0146589703715534,0.7319217323742709,-0.07083325,-0.018988854950300175,0.1924999999999999,5.35,5.05,-0.39840379374149265,0.5061690815711453,0.6441527163694885,gensim_poincare,5,7,2.8,1.5679999999999998,220,1.3862943611198906,-0.07083325,0.73192173,-0.03797771,0.1925,-0.3984038,0.5061691,0.080952615,0.29179648
laugh,3,0.532626262626263,0.8547737456155959,0.778048593150065,-0.013889,-0.003082683089738747,0.6399999999999999,6.62,7.39,-0.3102737925188306,-0.5422336104876521,0.6247296332546529,gensim_poincare,4,3,1.5,0.5625,221,1.0986122886681098,-0.013889,0.7780486,-0.006165366,0.64,-0.3102738,-0.5422336,-0.14336532,-0.75233644
law,3,0.3915151515151515,1.0901562073538815,0.9923029430842433,0.138889,0.0010690365379725363,-0.1125,3.55,4.83,0.6181642193292234,0.03722436044706481,0.6192839858010226,gensim_poincare,4,4,2.0,1.0,222,1.0986122886681098,0.138889,0.99230295,0.002138073,-0.1125,0.61816424,0.03722436,-0.14336532,-0.298027
lawyer,3,0.3223232323232323,1.057905092387211,0.9629467131391279,0.138889,0.00514629395881966,-0.265,3.95,3.56,0.6334890528921814,0.01917357864813544,0.6337791462744804,gensim_poincare,4,4,2.0,1.0,223,1.0986122886681098,0.138889,0.9629467,0.010292588,-0.265,0.6334891,0.01917358,-0.14336532,-0.298027
lazy,3,0.24,1.0821955300387671,0.9850568223215077,-0.4222223333333333,-0.006309343346827598,-0.4875,3.05,5.79,-0.6175565772925371,0.25864241628887896,0.6695311984224657,gensim_poincare,4,3,1.5,0.5625,224,1.0986122886681098,-0.42222235,0.9850568,-0.012618687,-0.4875,-0.6175566,0.2586424,-0.14336532,-0.75233644
leader,1,0.0612244897959184,-0.0,0.0,0.333333,0.333333,0.31,4.96,6.3,0.3685829340073925,-0.15280964500789793,0.39900396846264274,gensim_poincare,2,1,1.0,0.5,225,0.0,0.333333,0.0,0.666666,0.31,0.36858293,-0.15280965,-1.0,-0.8172378
leave,1,0.362424242424242,-0.0,0.0,0.25,0.25,-0.08,4.48,5.47,-0.6979531697787809,-0.08658230501553126,0.7033030091973517,gensim_poincare,2,1,1.0,0.5,226,0.0,0.25,0.0,0.5,-0.08,-0.69795316,-0.0865823,-1.0,-0.8172378
letter,4,0.5006060606060606,1.0502102859636366,0.7575665857251593,-0.125,-0.030304176784355083,0.1699999999999999,3.19,5.97,0.28502272745879875,-0.15997021829832112,0.3268461808105843,gensim_poincare,5,4,1.6,0.5120000000000001,227,1.3862943611198906,-0.125,0.7575666,-0.060608353,0.17,0.28502274,-0.15997022,0.080952615,-0.8047767
lie,3,0.542040816326531,1.031778547842461,0.939165307438283,-0.20833333333333334,-0.012673894283691048,-0.6525,4.81,4.72,0.32742123651883853,-0.4709133069771096,0.5735538412491391,gensim_poincare,4,3,1.5,0.5625,228,1.0986122886681098,-0.20833333,0.9391653,-0.025347788,-0.6525,0.32742125,-0.47091332,-0.14336532,-0.75233644
life,2,0.4712940471408806,0.3837071160501567,0.5535723534793671,-0.275,-0.12276760279317407,0.4199999999999999,5.59,5.89,0.4281654098935833,0.21302698800620826,0.47823228231512915,gensim_poincare,3,2,1.3333333333333333,0.5925925925925926,229,0.6931471805599453,-0.275,0.55357236,-0.24553521,0.42,0.4281654,0.21302699,-0.45952368,-0.72108763
light,7,1.351010101010101,1.6318211746908806,0.8385901967175029,-0.2855442857142857,-0.046089646985584,0.3874999999999999,3.52,5.89,0.40455788218306826,0.37327053351107364,0.5504525149584575,gensim_poincare,8,10,2.5,0.78125,230,1.9459101490553132,-0.28554428,0.8385902,-0.09217929,0.3875,0.40455788,0.37327054,0.51730883,-0.5251817
