idx,node,kappa,entropy_norm,c_ent,valence,poincare_x,poincare_y,log_degree,eta_local
1282,intense,-0.4874543448466022,0.9951625742940637,-0.037855112447801015,0.0,0.47330619196966245,-0.7998855660953217,0.6245591699957688,1.0
1283,intensify,-0.28681098896261814,0.9999999999999989,-0.0,0.0,0.05148821845362514,-0.14591123484560953,0.3440216211186347,1.0
1284,intent,-0.34592447090383777,0.9999999999999989,-0.0,0.0,-0.23844450611555107,-0.10585928186508596,0.3605180210644443,1.0
1285,interactions,-0.10049189528242715,0.9795697645470599,-0.032959506136546614,0.0,0.02220637149614928,-0.1502094020459947,0.3255802149534502,1.0
1286,interest,-0.20764538834417262,0.9999999999999989,-0.0,0.0,0.07615835840510518,0.09001230292308529,0.4435990101561753,1.0
1287,interested,-0.22629187358810018,0.9999999999999989,-0.0,0.0,0.30689689393516145,-0.41193395047871845,0.4240020933059449,1.0
1288,interesting,-0.27448508724630344,0.991837346138034,-0.03596883913620443,0.0,-0.05382369805018146,-0.5500099895636311,0.43410695327126697,1.0
1289,interests,-0.2018558867870545,0.9999999999999989,-0.0,0.0,0.04926063956233308,0.0927157388862552,0.4240020933059449,1.0
1290,internal,-0.15387202469380346,0.9999999999999989,-0.0,0.0,-0.1246909885007951,-0.2302921902178008,0.3440216211186347,1.0
1291,internally,0.08821720973226373,0.9999999999999989,0.0,0.0,0.057426848866865055,-0.4334364027826446,0.3440216211186347,1.0
1292,internet,-0.2612708807896735,0.9999999999999989,-0.0,0.0,-0.19685712833800606,0.16269709771013982,0.4435990101561753,1.0
1293,interview,-0.2681355664865619,0.991837346138034,-0.03513679068836217,0.0,-0.05250288406223022,-0.5624670767060993,0.43410695327126697,1.0
1294,introduced,-0.1763051181318984,0.9999999999999989,-0.0,0.0,0.10079356716358133,-0.07776448615583978,0.3440216211186347,1.0
1295,introduction,-0.07003971201567025,0.9999999999999989,-0.0,0.0,0.14569249239149812,-0.11174006835534951,0.3440216211186347,1.0
1296,introverted,-0.23349499438777196,0.9999999999999989,-0.0,0.0,0.141521294068252,-0.4479226788060027,0.4435990101561753,1.0
1297,intrusive,-0.20280684765185117,0.9797809312413256,-0.06582942330376282,0.0,0.006953778052985323,-0.6651612990885334,0.48396756832204796,1.0
1298,invest,-0.25331176477061396,0.9999999999999991,9.029669874417585e-16,0.0,0.07331291759275829,-0.10623682792383966,0.2805375488771341,1.0
1299,invisible,-0.1542572234510434,0.991837346138034,-0.020214042633687177,0.0,0.10929245972954502,-0.06532344754246892,0.43410695327126697,1.0
1300,invite,-0.14669442518679918,0.9999999999999989,-0.0,0.0,0.013943311290175772,-0.15696082926311525,0.3440216211186347,1.0
1301,involved,-0.4840216565976693,0.9999999999999991,1.725366279415967e-15,0.0,0.5408229939322314,-0.3998646341669885,0.503982565493255,1.0
1302,iphones,-0.030392003125240746,0.9999999999999989,-0.0,0.0,-0.09525760971886758,-0.2292382914861477,0.3440216211186347,1.0
1303,irrational,-0.19507719564667172,0.9999999999999991,6.953813133439438e-16,0.0,-0.07002596450924617,-0.29089258760441994,0.2805375488771341,1.0
1304,irreparable,-0.04971464296325642,0.9999999999999989,-0.0,0.0,0.2774887379685368,-0.15401650956681845,0.3440216211186347,1.0
1305,isolate,-0.175106329712896,0.9999999999999989,-0.0,0.0,-0.1760944265689206,-0.31826095587034325,0.3440216211186347,1.0
1306,isolation,-0.24371237881438929,0.9999999999999989,-0.0,0.0,-0.17793250416813122,0.18642213506580171,0.4435990101561753,1.0
1307,issue,-0.14314121768842233,0.9999999999999989,-0.0,0.0,-0.375474006063532,0.029645946494276494,0.4435990101561753,1.0
1308,issues,-0.38963174630328234,0.9895845187710692,-0.0651493312735847,0.0,0.2948988716539384,0.7760848950522422,0.5960129038652622,1.0
1309,itself,-0.293915086463239,0.9951514340065959,-0.02287765342431114,0.0,-0.6679995090905317,-0.012719808649016184,0.4975910255127676,1.0
1310,jackknife,-0.14201928790729923,0.9999999999999989,-0.0,0.0,0.010086457810096988,-0.17543141372497859,0.3440216211186347,1.0
1311,jaded,-0.2587598705257416,0.9795697645470599,-0.08486851120198317,0.0,-0.13249937885679464,-0.1992476121686393,0.3255802149534502,1.0
1312,jesus,-0.10957246455414227,0.9849357563894747,-0.02649872920585809,0.0,0.1812827016443606,-0.3022359028076169,0.4240020933059449,1.0
1313,jobless,-0.20945951256934714,0.9825596344412032,-0.058645130765520616,0.0,-0.2857949049537187,0.02438575068973349,0.4240020933059449,1.0
1314,jordan,0.1630561332849141,0.9999999999999991,-5.812375338725721e-16,0.0,-0.039786746764052,-0.08293560575031914,0.2805375488771341,1.0
1315,jordie,0.088795626863865,0.9999999999999988,1.582625263376004e-16,0.0,-0.06588080344615758,-0.24102330342534148,0.3046730729913804,1.0
1316,jordison,-0.07144380068887346,0.9999999999999989,-0.0,0.0,-0.19105750076919184,-0.39516009560566856,0.3440216211186347,1.0
1317,journal,-0.2098925148283869,0.9999999999999989,-0.0,0.0,-0.09434655355204746,-0.11354515244539444,0.3440216211186347,1.0
1318,journey,-0.28139236902050113,0.9999999999999989,-0.0,0.0,-0.024383813192951236,-0.19433110205240403,0.3440216211186347,1.0
1319,journeymen,-0.04272686881692032,0.9999999999999989,-0.0,0.0,0.008428636503652834,-0.23007006575491065,0.3440216211186347,1.0
1320,judge,-0.2599317866693077,0.9999999999999989,-0.0,0.0,0.019321097743527825,-0.32524628935906874,0.3440216211186347,1.0
1321,judged,-0.17866378666616364,0.9795697645470599,-0.05859845867621743,0.0,0.12886238390116028,-0.12850472902068522,0.3255802149534502,1.0
1322,judgmental,-0.11307951756847469,0.9999999999999989,-0.0,0.0,0.048767661537367904,-0.3058356275507904,0.3440216211186347,1.0
1323,jumped,-0.2597498706986674,0.9999999999999989,-0.0,0.0,-0.2898210937934997,-0.4546758951878828,0.4435990101561753,1.0
1324,junior,-0.22248829213769294,0.9795697645470599,-0.0729720960024962,0.0,-0.10387990843481404,-0.1514450406504456,0.3255802149534502,1.0
1325,justify,-0.1594911304788001,0.9999999999999989,-0.0,0.0,-0.05994488058131788,-0.2508599294130111,0.3440216211186347,1.0
1326,karma,-0.284430606450761,0.9999999999999989,-0.0,0.0,0.012667611019922259,-0.09046043159290075,0.3440216211186347,1.0
