words,type,token,indegree_unw,outdegree_unw,degree_unw,indegree_wei,outdegree_wei,cc_unw,cc_wei,pageRank_unw,pageRank_wei,hubs_unw,hubs_wei,authorities_unw,authorities_wei,incloseness_unw,outcloseness_unw,incloseness_wei,outcloseness_wei,betweenness_unw,betweenness_wei
新年,25,50,25,18,43,1.14923737683815,1,0.0895439377085651,0.00463658516830232,8.5817702124593e-05,7.33115231358086e-05,8.23180694173879e-05,5.01243401134486e-05,9.75652926183229e-05,0.000332813797448101,2.81880708084339e-05,2.70022141815629e-05,3.06088434913005e-05,2.92696781137348e-05,26925.2447802842,26695
新浪,9,14,9,7,16,0.34975986041336,1,0.0932203389830508,0.0062312330041514,5.44211672980902e-05,7.07312542684987e-05,1.32201733502009e-05,2.49569776007798e-05,3.81273990316502e-05,2.25652080423707e-05,2.76037209815883e-05,2.48861458825872e-05,2.98270170232961e-05,2.96895655472465e-05,4679.24711544139,8026
新生,16,19,16,16,32,0.454452866912004,1,0.0669371196754564,0.00272501273577397,9.30175838809771e-05,9.76164465499441e-05,8.04663913897926e-05,2.92489602766654e-05,8.71465764461074e-05,1.74697132587961e-05,3.02041802585478e-05,2.6816840976133e-05,3.27274872453274e-05,2.95977541183992e-05,19468.3976904622,22557.5
新疆,32,107,32,17,49,2.70717286631003,1,0.035042735042735,0.00228785571823205,0.000107549233932138,0.000134107542823698,4.54207577043372e-05,1.16542390560087e-05,0.000115303998471394,5.60465587895338e-05,2.88350634371396e-05,2.59639101648708e-05,3.1571948719488e-05,2.78111851250408e-05,29676.0593053047,44184
新的,8,12,8,18,26,0.340709577695595,1,0.0588235294117647,0.00268742065294106,5.00396846001719e-05,3.52816765569041e-05,0.000138311035132718,0.000135284073935163,4.00543258637497e-05,4.18066340051838e-05,2.76893257649176e-05,2.74951883420401e-05,2.95571095539794e-05,2.9522616584798e-05,8611.30061692217,8851
新西兰,7,10,7,22,29,0.22960524789626,1,0.0858208955223881,0.00413243326492279,3.19306895487928e-05,2.62639609909491e-05,5.12108071216447e-05,3.83143749087762e-05,2.26148301342206e-05,1.77342830907088e-05,2.45182170352572e-05,2.69578110257447e-05,2.63595084960484e-05,2.88101647678099e-05,10106.4703004908,8431
新郎,5,16,5,6,11,0.367700942289286,1,0.405660377358491,0.0256353076206905,3.30121191534621e-05,4.09628345312792e-05,6.0240246896607e-05,1.6382596114096e-05,2.26197200802345e-05,1.06327738586392e-05,2.55721774709116e-05,2.50450811460629e-05,2.74629832792946e-05,2.79676219863471e-05,402.709458326808,674
新闻,97,248,97,23,120,6.10081151498711,1,0.0267994948786306,0.0015982780417953,0.000356891968980703,0.000347619904546203,3.75543903271117e-05,1.18728799137686e-05,0.000415205185528734,0.00030705903568212,3.39800876686262e-05,2.79017857142857e-05,3.67142143325761e-05,2.97299880655951e-05,162729.453197887,175134.5
新闻联播,20,26,20,22,42,0.781701051128539,1,0.0630105017502917,0.00309032381577525,0.000107833419165339,0.000107300459432505,6.88035995507444e-05,1.76442776740226e-05,7.33993247300411e-05,7.51001735511397e-05,2.95770482105886e-05,2.79282801765067e-05,3.21311796984446e-05,2.98341382624327e-05,31973.0596483716,37115.5
新颖,13,32,13,28,41,0.6508562708059,1,0.085995085995086,0.00350844469432015,7.25154016880984e-05,5.99868723143875e-05,0.000148976881043309,2.18005130038543e-05,7.13721585754887e-05,3.39023807428898e-05,2.87877479344791e-05,2.85755107872553e-05,3.09883489533774e-05,3.03769083146282e-05,25359.8423031833,23021.5
新鲜,27,45,27,14,41,1.07171620654541,1,0.0608108108108108,0.00302565054585034,0.000189523014772969,0.00012367846996702,6.40716414440751e-05,5.0115855264755e-05,0.00013003983218116,3.99198611511243e-05,3.18735258494295e-05,2.59949569783462e-05,3.42704833084445e-05,2.80224159304478e-05,31331.6163203775,32290.5
方,27,53,27,14,41,1.17813582258189,1,0.0508578431372549,0.00253092989203142,0.000159085108616787,0.000283197787984064,1.86512473442676e-05,4.44388251980092e-05,9.19169170399854e-05,6.36943754830546e-05,3.1003906492218e-05,2.65097290705689e-05,3.4427637645391e-05,2.90998967946382e-05,41496.3894409906,56102
方位,23,32,23,19,42,0.73719231003371,1,0.0969626168224299,0.00493427076221115,0.000103493834157194,8.01334585964739e-05,3.33535584615444e-05,1.67407627033102e-05,6.25640035181149e-05,2.32078807351809e-05,2.92372014150805e-05,2.71827769924976e-05,3.17614641871339e-05,2.92023033489187e-05,24802.1457821445,20473
方便,61,132,61,19,80,2.95765895949073,1,0.0304568527918782,0.001654848839206,0.000284786000710509,0.000261918159393892,5.48159281248606e-05,1.79152418284353e-05,0.000262114887128469,0.000378367586507025,3.33889816360601e-05,2.74040174289551e-05,3.61407248913962e-05,2.93298839793332e-05,80675.6406417362,95416
方便面,30,70,30,19,49,1.72018681980133,1,0.0650128314798974,0.00308908200825095,0.000138224635435458,0.000148970212097717,7.19994316470144e-05,2.78501001003245e-05,9.65386966485606e-05,4.93101571446512e-05,3.00507858280494e-05,2.64305537201004e-05,3.29097607836588e-05,2.8462968281244e-05,36458.1444068249,51512
方向,71,189,71,30,101,4.43172864336493,1,0.0351539225422046,0.00197490875302757,0.000291193656006016,0.00034707894838663,5.18835606977519e-05,5.70131901971514e-06,0.000279310863631561,0.000103590405370555,3.39766240826311e-05,2.81721884155961e-05,3.66602311866915e-05,3.00570306353446e-05,174423.290926644,181861
方向盘,9,15,9,19,28,0.34899946314915,1,0.131016042780749,0.0075311223117737,5.39832829706181e-05,6.52429467598687e-05,4.607824808954e-05,6.18852154652197e-05,2.75520852730283e-05,8.26577667046381e-06,2.73171797743601e-05,2.67895413630519e-05,2.94789005179536e-05,2.89596350626694e-05,9601.66537259686,10744.5
方圆,17,37,17,19,36,0.822120743583513,1,0.0527156549520767,0.0022317781549627,0.00011537902130107,0.000128036854913927,3.5250679877794e-05,1.08726240235013e-05,6.45220630581076e-05,2.31159203470151e-05,2.97273997443444e-05,2.72405339144647e-05,3.28080034122379e-05,2.94253278458544e-05,51649.0411507176,63059.5
方块,33,50,33,21,54,1.27934456490702,1,0.0463157894736842,0.00175722560533583,0.000159414474435977,0.000119019540504412,7.41926799410235e-05,2.43805391890108e-05,0.000137862699872709,0.000213953100809418,3.14218381775334e-05,2.74363476733977e-05,3.38369612535484e-05,2.95374294706026e-05,50562.3855061067,49698
方式,34,48,34,22,56,1.10306963691605,1,0.0335504885993485,0.00153613430270065,0.000171820574610397,0.00013191764400022,0.000147592258850266,3.42583961114785e-05,0.00017998807350103,0.000143977634517519,3.31917153478492e-05,2.78908908350533e-05,3.54553030331359e-05,3.03658645325523e-05,56095.1059575679,58894.6666666667
方形,26,38,26,20,46,0.88578270529688,1,0.103599221789883,0.00484231189713976,0.000127447798011492,0.000108524690969029,5.75316960417981e-05,2.77723012927305e-05,8.07751429132679e-05,2.77077680439395e-05,2.9709735880448e-05,2.69425584653519e-05,3.20780012940941e-05,2.92213542737719e-05,32845.2159023202,29682.5
方案,38,66,38,24,62,1.52233259221578,1,0.0517241379310345,0.00235746999906944,9.37645118019686e-05,7.55401799079728e-05,0.000111371819279686,2.84360161687073e-05,0.000189204646200559,6.69663805092796e-05,2.91146242757737e-05,2.79306203390777e-05,3.10869255263689e-05,2.99318985978944e-05,39376.6943172165,34835
方正,21,25,21,27,48,0.695442281707109,1,0.050711743772242,0.00203903996136926,0.000107437731019856,6.613922922839e-05,7.97471829820754e-05,5.23680459489267e-05,6.63141141184485e-05,2.364334459419e-05,2.90748386346456e-05,2.81412691712396e-05,3.12183062220269e-05,3.00436849138213e-05,45244.3424069626,38161.5
方法,68,159,68,33,101,3.61135040234573,1,0.0306426021420071,0.0012781585297995,0.000188800188764318,0.00020139429451237,0.000140625323518992,2.45856297006528e-05,0.000347007506793195,0.000200472186140249,3.25086960762004e-05,2.88417166589755e-05,3.57271868065405e-05,3.05816498642847e-05,117484.287740015,114913
方法论,3,5,3,16,19,0.100884438881936,1,0.121301775147929,0.00608346010468237,2.97812179670139e-05,2.92397676832857e-05,6.53101794164023e-05,3.31631582622951e-05,1.70405407047046e-05,2.70975122135895e-06,2.64256646054648e-05,2.70650644148533e-05,2.80273246943153e-05,2.9119279769312e-05,2549.14402383685,3198
方的,5,18,5,15,20,0.390775275627492,1,0.145502645502645,0.00525277945480161,4.24941688493119e-05,5.47291562623538e-05,3.04047548854446e-05,2.33883949445826e-05,1.82497519098916e-05,1.39679379907263e-05,2.66042353942748e-05,2.64466306992489e-05,2.90772420571742e-05,2.89293660779796e-05,3931.21179083161,6369
方程,18,28,18,11,29,0.701970818725588,1,0.086848635235732,0.0066133885512838,6.54610018416744e-05,4.09816825140656e-05,3.93620677680412e-05,0.000174282493989411,6.45435470573934e-05,7.29430400619731e-05,2.72888525037522e-05,2.57320776079461e-05,2.90110225154736e-05,2.8566545237773e-05,9328.71874674944,7703
方程式,7,9,7,13,20,0.211674433201342,1,0.11436170212766,0.00810158093821601,8.84103690582209e-05,6.63344979702362e-05,6.81805710048063e-05,0.000158781816637448,3.32041369494893e-05,1.81648117054085e-05,2.91112340252103e-05,2.59457215505163e-05,3.15008984213127e-05,2.86568050449374e-05,19100.3894927142,19515.1666666667
方言,18,46,18,16,34,1.263031417126,1,0.0539568345323741,0.0036878850744255,0.000107253081843368,0.000107064080477437,3.79723236284434e-05,1.10470281883079e-05,8.19824307218071e-05,2.47991909973867e-05,2.96366546144271e-05,2.69280482550625e-05,3.20810360546237e-05,2.89315424992023e-05,23767.7498339939,32795.5
方针,10,11,10,18,28,0.26652371357494,1,0.089572192513369,0.00441630695406636,4.89638160635731e-05,3.49468576361647e-05,4.06238216086051e-05,2.32558598985513e-05,5.0495401733077e-05,8.87933737884375e-06,2.81436451649218e-05,2.7362775679965e-05,3.00171443930953e-05,2.95067587254059e-05,15416.2098603008,14869
方面,9,11,9,19,28,0.276629442350456,1,0.0331564986737401,0.00130017193821028,4.55073689629142e-05,3.86516173794212e-05,6.22248270424459e-05,2.23260251350201e-05,4.59716836017309e-05,3.24335353851258e-05,2.7162841233193e-05,2.77955360369125e-05,2.91975403456334e-05,2.98853124292539e-05,17100.3284076675,19262
施工,13,23,13,24,37,0.565291099483155,1,0.0748865355521936,0.00386940752643653,8.07772964918124e-05,7.24053453081269e-05,0.000158941198741956,2.55202067932419e-05,5.73385793888964e-05,1.75678626677561e-05,3.00643376826409e-05,2.80434112005384e-05,3.24099061639297e-05,2.99288598938766e-05,37855.8221031603,36526.5
旁边,8,15,8,27,35,0.420918033363686,1,0.0320404721753794,0.00143037338525134,2.61678336059481e-05,2.82176614727428e-05,8.44796664287699e-05,9.7966984529115e-06,4.97821200788535e-05,1.79554658144792e-05,2.38543927864316e-05,2.81476060461058e-05,2.57709107952974e-05,3.00833821254226e-05,8195.30632937114,9372.5
旅游,101,229,101,32,133,5.39633585549582,1,0.0302909298345693,0.00143430957222922,0.00031942850540261,0.00030000946014532,0.000157656920390583,6.15117604302333e-05,0.00046198383646287,0.000897461379456656,3.3500837520938e-05,2.88691936834204e-05,3.61619315865106e-05,3.06254663546066e-05,152281.702363595,145377.333333333
旅程,11,14,11,26,37,0.329452400517391,1,0.0619335347432024,0.00281257681090088,5.66804275174463e-05,3.60535018394329e-05,0.000108230753070936,2.64856736997054e-05,5.38000861479534e-05,1.4472606651327e-05,2.7877672771877e-05,2.83486888731396e-05,2.9655116057839e-05,3.00470987097142e-05,14282.8566862477,8877
旅行,88,170,88,32,120,3.99448740942902,1,0.0302860347728547,0.00141848848683105,0.000360073043398796,0.000290426336621458,0.000169976405961005,0.000292917282444158,0.000419295591143597,0.000250066946065132,3.52373233729166e-05,2.86270468338486e-05,3.77518163728311e-05,3.04234418635066e-05,151938.507792354,121692.5
旅途,10,16,10,22,32,0.347705205362097,1,0.0708502024291498,0.00340433462476024,8.08680754189863e-05,6.08927257563392e-05,9.8220166164948e-05,3.13741126739901e-05,4.25542646838111e-05,1.67101002282333e-05,3.02407161001573e-05,2.78528256691641e-05,3.23454116837421e-05,2.97993303811828e-05,20259.0943081684,16416.5
旅馆,12,20,12,24,36,0.532332290645891,1,0.0704,0.00417187020071895,7.60370591697729e-05,6.56576862258859e-05,9.05239057834408e-05,2.851661198004e-05,4.8996700977164e-05,1.88386143421329e-05,2.85022089211914e-05,2.80678118333895e-05,3.08964742453744e-05,2.98812202653517e-05,30788.9303037232,30625.5
旋律,13,13,13,15,28,0.328494302596167,1,0.223262032085562,0.0118769037914905,9.90256637850222e-05,7.02099817055167e-05,3.04325599890262e-05,3.83071705640972e-05,5.57007387552571e-05,1.06446757194363e-05,2.89745892851969e-05,2.5756600128783e-05,3.10438112484177e-05,2.82429126303062e-05,13946.6055722727,10135.5
旋涡,2,2,2,25,27,0.058974358974359,1,0.0515759312320917,0.00248555126689902,2.06258815455112e-05,1.77883537599105e-05,8.51408151776668e-05,0.000126600414168339,4.62196094764558e-06,1.17127891152599e-06,2.33890773009005e-05,2.81404772624944e-05,2.48724030727952e-05,3.00461748607998e-05,6022.5630730096,5443
旋转,28,62,28,14,42,1.79359021214229,1,0.0466200466200466,0.00228183423831518,8.4122412281753e-05,9.55012866148047e-05,1.48135647484018e-05,3.79669593379734e-06,9.25591365457694e-05,6.10682449215125e-05,2.8096990812284e-05,2.5790478155465e-05,3.05150656096407e-05,2.84888580894925e-05,19253.3649189402,28704.5
旋转木马,10,32,10,15,25,0.807359499095379,1,0.141414141414141,0.00916538302656598,4.44783495440767e-05,5.82527796567159e-05,8.9696250915766e-05,2.82140824309341e-05,2.94072569421118e-05,1.70437992168129e-05,2.60708605991084e-05,2.64466306992489e-05,2.81952823885046e-05,2.84531867260414e-05,4317.66167053269,4937
旋风,3,3,3,14,17,0.0766746173722918,1,0.0555555555555556,0.00429597585597365,2.48414357487302e-05,2.04987766514163e-05,4.63267968016654e-05,9.83056330615914e-06,1.23925845057632e-05,8.75979141219539e-06,2.53356979984799e-05,2.66205244243312e-05,2.69858422061234e-05,2.90442220841706e-05,3044.49628807024,4276
族,7,12,7,13,20,0.360621782874659,1,0.0425531914893617,0.0049418726697807,7.16775264032216e-05,4.1036994712636e-05,2.28696529549862e-05,1.15476250253288e-05,4.19002061414053e-05,5.39644250374688e-05,2.87927212000806e-05,2.65308288230924e-05,3.0735008460457e-05,2.86781208194098e-05,14840.1978637175,14590
旗,3,3,3,14,17,0.0676627630457217,1,0.174074074074074,0.0139871550757703,3.23502147216035e-05,2.00415100000322e-05,5.41220651730409e-05,2.85473647513381e-05,5.66104080323934e-06,1.25133840894113e-06,2.47616689364863e-05,2.63449075293746e-05,2.63748431573957e-05,2.81968988988546e-05,2195.85708226783,1443
旗子,8,9,8,18,26,0.230549337414326,1,0.130030959752322,0.00837766625438058,3.38353479635152e-05,2.52592999585022e-05,5.14240492766647e-05,1.41634532299247e-05,2.43942049937287e-05,4.00962836764075e-05,2.55597587158777e-05,2.62542991414844e-05,2.71839527919071e-05,2.81206113576516e-05,8914.79417918977,7232
旗帜,28,47,28,13,41,1.14539449049899,1,0.104064039408867,0.00689566147964491,0.000195562028862261,0.000163810017420526,5.36094265796337e-05,3.73266821129342e-05,8.43096462821106e-05,3.03130354278836e-05,3.19672655201074e-05,2.59773996622938e-05,3.44279937013756e-05,2.79447574159018e-05,39400.7044783023,37295.3333333333
旗杆,7,12,7,16,23,0.31725850126606,1,0.128,0.00919410672258823,3.23208832831424e-05,2.52610913373227e-05,4.69664543422337e-05,2.19199190382677e-05,2.45541722888342e-05,8.84255172472077e-06,2.51540686706075e-05,2.63351943537343e-05,2.68082137925877e-05,2.8214344729299e-05,4890.69882372363,4760
旗袍,11,16,11,23,34,0.472115787947706,1,0.0833333333333333,0.00372942504980108,5.30687700445692e-05,3.92674377469482e-05,0.000162269842449296,4.25811127170302e-05,3.81822029725969e-05,1.89705940012401e-05,2.72814077206384e-05,2.74145351865559e-05,2.91822692599111e-05,2.91779962170392e-05,19980.9098976823,20807.5
无,50,88,50,15,65,2.04710596251382,1,0.0388326097443319,0.00278048144916946,0.0002434387138027,0.000296828436930656,8.0532011234172e-05,0.000354695712483962,0.000271211668714714,0.000784468736095522,3.34571246947037e-05,2.6992010364932e-05,3.6294239749837e-05,2.91767893179256e-05,47944.5517116359,56905
无产阶级,3,6,3,16,19,0.148809523809524,1,0.117647058823529,0.00792110590159436,3.27910404123417e-05,3.77116772944284e-05,0.00014085841086967,0.000468363817266179,1.23315470798504e-05,5.24500545517429e-06,2.61260319782631e-05,2.64774412200805e-05,2.7969221403117e-05,2.8406789027702e-05,4092.18145240334,6055
无人,10,18,10,12,22,0.45859908733407,1,0.0327510917030568,0.00168560197797578,4.85648593563727e-05,4.11907298052479e-05,3.73784654718164e-05,3.16592419917604e-05,4.36368956632441e-05,1.48332562760697e-05,2.8162667567872e-05,2.62281322946993e-05,3.01140630406011e-05,2.84371814093109e-05,9013.98689827929,13452.5
无偿,8,14,8,16,24,0.362655550024888,1,0.0977859778597786,0.00455026086018946,3.78546083549568e-05,4.17925690288626e-05,5.6993340335723e-05,0.000305327770988272,3.819477102466e-05,0.000132036627629907,2.62798276043309e-05,2.70314104989998e-05,2.83314864929132e-05,2.93035368732412e-05,6650.76882082356,9936.5
无关,14,26,14,17,31,0.625735858084388,1,0.0422077922077922,0.00240857460069313,6.29810079200407e-05,5.46036017864171e-05,9.29495559709457e-05,2.53942689218906e-05,9.09464205684159e-05,0.000119470543926646,2.84973354991308e-05,2.74974564852751e-05,3.05563358852669e-05,2.94156051134054e-05,19249.4875558138,21818.5
无力,35,45,35,30,65,1.11828107783863,1,0.0333011583011583,0.00130164340045674,0.000156089369260475,9.80459274852133e-05,0.000120214362410683,3.00654070155933e-05,0.000225269328626519,6.8472466991935e-05,3.19407180273413e-05,2.81278127812781e-05,3.4314594220034e-05,2.9842485913103e-05,76010.0295481879,59527
无助,21,26,21,37,58,0.620999948336884,1,0.0515151515151515,0.00186808033500174,7.65140110597976e-05,5.14879584043318e-05,0.000141922537222106,1.44701576297694e-05,0.000118709953602192,1.76207505327718e-05,2.86327845382964e-05,2.86557583746454e-05,3.056698125416e-05,3.04209176950416e-05,32836.5574321817,21976
无可奈何,8,15,8,12,20,0.427751077144404,1,0.112299465240642,0.00899563919699479,3.67887962388968e-05,4.77058973538275e-05,4.09049774766459e-05,1.43378831866159e-05,3.4110236324449e-05,0.000111930217365052,2.63047138047138e-05,2.57420135402991e-05,2.85533118066726e-05,2.81117176838076e-05,2827.57635707034,4160.5
无味,1,5,1,17,18,0.0980392156862745,1,0.108552631578947,0.00741282873850766,2.24007502670717e-05,2.4121060047046e-05,9.33121199899128e-05,0.000154296749979379,6.55709741607779e-06,4.08876050786959e-06,2.45404795209698e-05,2.67401128432762e-05,2.65402462747983e-05,2.88084826189473e-05,12821.9818262269,10425
无垠,14,22,14,18,32,0.481208218764802,1,0.157841140529532,0.00727792216474153,0.000132793460657701,8.26101542040735e-05,6.13873665120679e-05,2.1402665806642e-05,5.04132380667963e-05,2.15090010954952e-05,2.93987946494194e-05,2.66084827843116e-05,3.17275544039471e-05,2.84642474265869e-05,11930.3548355414,9829.5
无声,12,15,12,19,31,0.360328109772597,1,0.0542299349240781,0.00317620746336288,5.32811270538888e-05,3.26723775662491e-05,6.55089921512721e-05,2.78089593009717e-05,3.74271312964807e-05,1.1867357815727e-05,2.71201149892876e-05,2.73950086294277e-05,2.88142319187713e-05,2.9293447698404e-05,15665.2606440297,12720.5
无奈,57,97,57,25,82,2.61301656662085,1,0.03002414001207,0.00142408802375201,0.00027906892282406,0.000203939761570383,0.000168403971252525,3.78271019088417e-05,0.000315233806293885,0.00018933262840948,3.41635065423115e-05,2.78901129549575e-05,3.65335992557047e-05,2.95409981404602e-05,75854.3354189695,70357
无家可归,3,8,3,17,20,0.22008547008547,1,0.103723404255319,0.00676811159036953,2.2333084267296e-05,2.63281805656098e-05,0.000214049363730623,6.0492413102699e-05,2.17134495378637e-05,9.29250578208067e-06,2.40529164161155e-05,2.69121050648582e-05,2.60333318253653e-05,2.90669955187183e-05,1469.31028024503,2376
无尽,8,27,8,25,33,0.606441884943151,1,0.0601145038167939,0.00279392638691239,9.20525326976223e-05,0.000108239565274331,0.000113257191035948,4.10943849712371e-05,3.88917315585471e-05,3.50694495347338e-05,3.02160447197462e-05,2.82151120139947e-05,3.30420123897127e-05,3.01341352211981e-05,22581.993887507,24462.5
无常,9,28,9,17,26,0.971010595403922,1,0.0545171339563863,0.00259300586789539,0.000121563178274557,9.82035317899887e-05,6.99711892343568e-05,2.06337827180537e-05,5.22240705628472e-05,2.74181245606454e-05,3.1823823314133e-05,2.75854459187333e-05,3.4045829566729e-05,2.97601778463861e-05,39634.8262791288,42741.5
无序,2,5,2,17,19,0.115909090909091,1,0.124260355029586,0.00756923041915592,2.64315857002003e-05,2.06993788651823e-05,3.4598724175272e-05,1.17978254540779e-05,2.85247533987716e-06,1.42781111379203e-06,2.38743255503032e-05,2.69563576569534e-05,2.55561736839977e-05,2.93273758541556e-05,2257.63013862386,2478
无忧无虑,4,5,4,16,20,0.112824675324675,1,0.164893617021277,0.00794970655521595,3.85226038306382e-05,2.79672930693804e-05,0.000194152937393853,5.80787743393962e-05,2.50382075735607e-05,3.15349642335396e-06,2.73433227605819e-05,2.68355517389438e-05,2.90878206297484e-05,2.88111363120555e-05,1891.50767888963,1341.5
无情,14,39,14,17,31,1.10460436610591,1,0.0411255411255411,0.00317085595860941,7.09418710334017e-05,0.000107984737780097,0.000202631143807351,9.58617256412334e-05,7.15144168093363e-05,6.98599679563929e-05,2.84819139846198e-05,2.70863241149544e-05,3.20293922361686e-05,2.90912173196734e-05,25249.33732902,40482
无意,2,21,2,23,25,0.506382978723404,1,0.0553691275167785,0.00312447010325089,1.72174207216023e-05,2.83204658120415e-05,5.03085279402914e-05,7.7626696453178e-06,1.51352358703439e-05,7.00260205241651e-06,1.99988000719957e-05,2.80780569984557e-05,2.29383399019772e-05,2.99119146900027e-05,1456.71788597832,5457
无意义,8,9,8,28,36,0.190828731140133,0.999999999999999,0.0476190476190476,0.00179058743915783,7.49525371496349e-05,4.2981577617452e-05,0.000273212693174833,7.92351297530235e-05,5.72655411122609e-05,1.86527206100792e-05,2.92474627826036e-05,2.85420710126727e-05,3.11492728502175e-05,3.02468046044333e-05,25145.5800135406,17912
无意识,3,4,3,21,24,0.106010869168764,1,0.062043795620438,0.00271524780220603,1.94201587319265e-05,1.78369368712038e-05,7.30348554703787e-05,1.27539492666285e-05,7.87445458941809e-06,1.12720622376603e-06,2.21842624841937e-05,2.75763174585666e-05,2.35603216286001e-05,2.96113805734175e-05,2402.24560808231,2276
无感,6,8,6,26,32,0.167957364196645,0.999999999999999,0.0443548387096774,0.00186599944003182,3.35541909452333e-05,2.55802353853016e-05,0.000288805840617157,4.83933197213163e-05,2.65449645063859e-05,4.63106274139971e-06,2.63282607550945e-05,2.82127239384963e-05,2.7955334903498e-05,3.01448385137747e-05,8449.61451257741,6796.5
无所谓,22,40,22,19,41,0.975249436338822,1,0.0416156670746634,0.00237042008188971,5.94518827659234e-05,5.6460153834242e-05,0.000101354833760597,2.86410505662273e-05,0.000163797628536898,6.96209193800346e-05,2.78800044608007e-05,2.74228048044754e-05,2.98688494069698e-05,2.92409978993964e-05,19155.6806012778,23511.5
无措,4,12,4,21,25,0.286166214737643,1,0.0925925925925926,0.00434631469594439,2.37767219382785e-05,2.73094575791853e-05,6.45696333754222e-05,6.82454765403508e-06,2.4442773817326e-05,4.99255327812956e-06,2.41627603537428e-05,2.75474504834578e-05,2.61215509227693e-05,2.95089061151885e-05,3354.34070625781,6480.5
无效,14,19,14,27,41,0.488829025966304,1,0.0318237454100367,0.00128127504939269,5.73177386957091e-05,4.04449667559091e-05,9.22459976126517e-05,3.19390667622111e-05,6.65169169016073e-05,2.23066526814435e-05,2.84220100045475e-05,2.84721826775241e-05,3.03490413851789e-05,3.03504105925295e-05,37021.3284170774,29807
无敌,12,18,12,20,32,0.467768391196346,1,0.050709939148073,0.00236870412494465,6.00779545089536e-05,4.42539629773469e-05,0.00012418935771963,2.06079545948544e-05,6.02744797062079e-05,2.02021567144353e-05,2.8044984154584e-05,2.71665308340125e-05,3.01746402743166e-05,2.91349025199849e-05,14612.3092279982,14357.5
无暇,4,12,4,16,20,0.259583333333333,1,0.053475935828877,0.00400336689102502,4.68318190706868e-05,5.4441885049098e-05,8.29936187349457e-05,2.35389707939916e-05,2.2269038115175e-05,9.75363487115415e-06,2.73837559559669e-05,2.69563576569534e-05,2.95440213825837e-05,2.89391799199427e-05,6296.10433788804,9632.5
无止境,4,4,4,30,34,0.113451131415339,1,0.0348214285714286,0.00130202037280251,2.87737744149468e-05,2.331072867071e-05,0.000140903592472819,4.6037436399009e-05,2.59247093511175e-05,8.89748093846191e-05,2.60973954799311e-05,2.88043321715586e-05,2.77134085113623e-05,3.06216891589836e-05,8550.88096545773,6871.5
无法,9,10,9,23,32,0.212900128683212,1,0.032258064516129,0.00129309968101441,4.35216362335585e-05,2.65772718605433e-05,0.000114017903980755,3.59917382395632e-05,2.73259148390718e-05,1.04816871414052e-05,2.65287173365168e-05,2.83173812085858e-05,2.83264301533148e-05,3.01272735419337e-05,12035.1664649111,10373
无理,15,26,15,18,33,0.749527092772377,1,0.0333333333333333,0.00150491054861265,5.3994040744928e-05,4.31962844346981e-05,7.44126930490366e-05,3.14589389575973e-05,9.81357965410983e-05,2.88544690975341e-05,2.77400205276152e-05,2.74295745672985e-05,2.9670338439638e-05,2.94532477282419e-05,17875.0880418686,23480
无理取闹,9,19,9,26,35,0.56955203351638,1,0.0707070707070707,0.0029541384381872,3.97544487326735e-05,4.04839993268177e-05,0.000162234015821447,2.3587048882703e-05,5.70973778466758e-05,1.83825021163676e-05,2.67201068804275e-05,2.77284826974268e-05,2.87726956866596e-05,2.9432159931572e-05,12407.4605669838,13348.5
无用,28,40,28,21,49,0.81821549431914,1,0.0481670929241262,0.00230522640716314,0.000242649531250471,0.000144548527569587,0.000323784551327682,4.91934647453592e-05,0.000203567712717107,8.68335479910301e-05,3.35536690937154e-05,2.76724686609292e-05,3.60432928756107e-05,2.95190960507373e-05,55778.8096145121,56559
无畏,6,12,6,18,24,0.26752089174776,1,0.0900735294117647,0.0047775002270157,5.31933455612807e-05,4.33423838104167e-05,9.01057063796467e-05,2.83197133178486e-05,3.67216571954236e-05,6.44198588919732e-06,2.77546489036914e-05,2.7214587018642e-05,2.98980804791774e-05,2.97165363879361e-05,16537.24751093,16803
无知,29,76,29,25,54,1.83423899294941,1,0.0372191011235955,0.00168224541549499,0.000126894918492135,0.000120541497502138,0.000263652060621203,3.01646011891511e-05,0.000191306069982429,4.90978469116774e-05,3.0409001064315e-05,2.78792271878224e-05,3.32706141284369e-05,2.96872225867849e-05,41314.5070434321,45156.5
无礼,10,23,10,17,27,0.482438337868044,1,0.105187319884726,0.004958908679212,3.78795046260065e-05,3.52964662271767e-05,0.000174467123852079,2.03372129971225e-05,7.81066910559152e-05,1.71982171943961e-05,2.60111848094681e-05,2.69099324560695e-05,2.78288955822737e-05,2.91870198248243e-05,9782.16186212655,11790
无神论者,1,1,1,23,24,0.0222222222222222,1,0.0963636363636364,0.00520317606897625,2.09515868537375e-05,2.03712699956012e-05,0.000145854873121128,3.02255862701254e-05,5.39384654094911e-06,4.22030084254262e-07,2.36613586352128e-05,2.76159178150286e-05,2.53560623284162e-05,2.9361122895521e-05,2025.51632380699,1383
无私,21,33,21,20,41,0.706390167485704,1,0.0601226993865031,0.00270094220168407,0.000134126397776944,0.000117676373766111,8.31341814139122e-05,1.96213307067334e-05,0.00013066661870219,5.39989684241073e-05,3.06663804471158e-05,2.74551794195975e-05,3.31782556885478e-05,2.98032296755473e-05,29432.4896860528,30136.5
