words,type,token,indegree_unw,outdegree_unw,degree_unw,indegree_wei,outdegree_wei,cc_unw,cc_wei,pageRank_unw,pageRank_wei,hubs_unw,hubs_wei,authorities_unw,authorities_wei,incloseness_unw,outcloseness_unw,incloseness_wei,outcloseness_wei,betweenness_unw,betweenness_wei
地点,40,54,40,27,67,1.28204725732232,1,0.0367180417044424,0.00143491083873719,0.000145111981556428,0.000114466688981252,9.78742196745571e-05,0.000101974884185912,0.000179362452474972,4.4768106129204e-05,3.15875923937078e-05,2.84916519459798e-05,3.40153997502486e-05,3.04278165880159e-05,82639.5002024657,72753.5
地狱,31,59,31,17,48,1.49793929011356,1,0.0485307212822796,0.00238816080428566,0.000143246555666571,0.000150378617846229,9.34042024901685e-05,1.50590088032524e-05,0.000165407521350253,3.44805692914996e-05,3.13735332873188e-05,2.70401817100211e-05,3.41713763323228e-05,2.90486935623194e-05,25507.8289946752,31974.1666666667
地球,100,248,100,27,127,6.20398421890873,1,0.0306671673551133,0.00151339443228278,0.000606329678694746,0.000648428652345766,0.000231791539277942,5.09727198729211e-05,0.000422770717485657,0.000232722568262384,3.66757133426245e-05,2.82997509621915e-05,4.00271679366519e-05,2.99977550666872e-05,168388.024336142,166097.666666667
地理,55,155,55,30,85,3.75607886021545,1,0.0434110705254285,0.00199575858155019,0.000223469823763865,0.000318993071266883,0.000149695988454675,3.58466688441233e-05,0.000179845307057963,0.000166371451229892,3.19897632757518e-05,2.82214821922447e-05,3.67786202879864e-05,2.98901664410311e-05,71652.5541062472,84828.5
地窖,3,3,3,20,23,0.0894047619047619,1,0.0737051792828685,0.00320663354672911,1.90000266361024e-05,1.71351746635416e-05,6.18177200853723e-05,2.7910127046711e-05,1.79849806272949e-05,2.66557111187995e-06,2.21822940928551e-05,2.71517784414879e-05,2.35552630563102e-05,2.93044109784318e-05,3289.05588790417,2987.5
地貌,6,16,6,20,26,0.381306443262965,1,0.0854037267080745,0.00554755929298276,2.52338613612681e-05,2.59942771150234e-05,7.75859910429543e-05,1.36661405896456e-05,2.0912884913895e-05,8.6050651838749e-06,2.36697595152433e-05,2.74167900422219e-05,2.57491427260384e-05,2.94192468375293e-05,4220.75188955932,4768
地质,4,4,4,19,23,0.102894034545426,1,0.0533596837944664,0.00245221955146982,2.59395860845846e-05,2.07513861790864e-05,8.84027724160833e-05,4.53000208896852e-05,1.30282101850593e-05,5.74164134582569e-05,2.54368783862844e-05,2.7761583520724e-05,2.70156091784869e-05,2.97386365326268e-05,5532.27940510923,4490
地铁,68,120,68,23,91,2.78474168540488,1,0.053147195689444,0.00250927052534097,0.00032193157631837,0.000343950970647398,0.000186955200947875,3.95225587762777e-05,0.000300480586763318,0.000183944212620887,3.3458244111349e-05,2.74529182452095e-05,3.6295244963615e-05,2.92364439065044e-05,102371.136268914,92746.5
地雷,3,3,3,18,21,0.0830687830687831,1,0.110047846889952,0.00792431643323343,2.99014234278249e-05,2.5896921069512e-05,3.53338530860871e-05,2.84809608528868e-05,1.12684150529677e-05,2.66711428323598e-06,2.65167585914298e-05,2.66979923109782e-05,2.82472265175203e-05,2.8783628264042e-05,15282.2273263749,11342.5
地震,43,181,43,20,63,4.34157955454085,1,0.038560411311054,0.00245018706053337,0.000178668736818697,0.000278608251146,7.83417330422952e-05,1.96386564189492e-05,0.00016382922829802,0.000463188838430248,3.14633609162131e-05,2.73522975929978e-05,3.46624024279803e-05,2.9270475928137e-05,52567.1502256192,78171
地面,37,47,37,32,69,1.22834657763693,1,0.0282051282051282,0.00104483096082923,0.000161726517275385,0.000107049990694202,7.22568184088461e-05,1.25590506038109e-05,0.00013296545220594,0.000101181200588599,3.10607237148626e-05,2.84616479294151e-05,3.35307076321286e-05,3.04002262451446e-05,85689.4398141579,70336
场,15,19,15,18,33,0.510998868052112,1,0.0369318181818182,0.00203892725139546,5.86434577335906e-05,3.82623876759928e-05,2.82003568955416e-05,9.03242429188228e-06,5.22716450273193e-05,3.51752562904889e-05,2.75156151115758e-05,2.68564522626561e-05,2.93167264552205e-05,2.89301564646686e-05,24274.2884655196,27179
场合,14,18,14,31,45,0.407504514094948,1,0.0491886409736308,0.00178510710880585,4.96890632807377e-05,3.55885499560436e-05,0.000101592960966063,2.28124271478027e-05,6.67212524072233e-05,1.02749154731015e-05,2.76273621394629e-05,2.92800046848007e-05,2.94103539555305e-05,3.10362919972617e-05,26339.3577478167,19593
场地,13,25,13,28,41,0.644607881019627,1,0.0531784841075795,0.00252560374251324,7.36515609506635e-05,5.43709689840812e-05,7.28911044864145e-05,2.14473064612722e-05,4.98776889247382e-05,1.32881892978982e-05,2.80119891313482e-05,2.84163564547754e-05,3.01983860159636e-05,3.02580271054858e-05,36075.4196107424,36713.5
场所,18,22,18,29,47,0.474361736118439,1,0.029275092936803,0.00101673786386136,6.38842540377004e-05,4.15290977813001e-05,8.55721883955256e-05,4.01581568859447e-05,8.54145552571299e-05,2.97191346486072e-05,2.87199517504811e-05,2.85103349964362e-05,3.05754105916959e-05,3.04765491996415e-05,25802.3430985335,20750
场景,8,15,8,37,45,0.320667408190535,1,0.0293225480283114,0.00107945868877436,3.01945509445381e-05,2.66699955665671e-05,0.000250658417064502,3.83659493655005e-05,4.57386803331683e-05,8.16892499597272e-06,2.5929575273557e-05,2.92081666033823e-05,2.75450417724024e-05,3.1026443179731e-05,18078.2590647042,15613.5
场面,7,10,7,23,30,0.256574782566575,1,0.0486111111111111,0.00194358088457336,4.5323088523688e-05,3.62598421430613e-05,0.000174414242758356,3.70333261454203e-05,3.25915408002721e-05,5.33005178071646e-06,2.73268841886648e-05,2.84924637433399e-05,2.91507658549675e-05,3.0398665630564e-05,19733.8212012269,20398
均匀,6,12,6,15,21,0.280970971136731,1,0.0410628019323672,0.00241154811350925,2.27299904222504e-05,2.21213174909021e-05,1.6203339556935e-05,1.09095270863918e-05,2.23817008506573e-05,8.59096498237244e-06,2.36339572698053e-05,2.71061476742925e-05,2.51257681963089e-05,2.94468670004879e-05,14169.7925844624,13407
均衡,10,12,10,15,25,0.253341698120564,1,0.0909090909090909,0.00406660157042001,4.5265385844785e-05,3.12653545225084e-05,3.38499026911213e-05,2.25551760733945e-05,4.92634785100387e-05,7.32204096915881e-05,2.74838532362237e-05,2.72732231495118e-05,2.92659600897462e-05,2.95188532443341e-05,21627.3121830776,23425
坎坷,6,9,6,25,31,0.245745832182002,1,0.0878524945770065,0.00344722355825711,4.32978648008101e-05,3.86708639436555e-05,0.000100565177417268,2.40903735087094e-05,2.29638469340907e-05,1.25441841544337e-05,2.7708506511499e-05,2.80025762370138e-05,2.96206487393118e-05,2.99107515286381e-05,10269.9850322457,8985
坏,66,98,66,22,88,2.38115664840205,1,0.0355648535564854,0.00157800294289888,0.000268742354012041,0.000574800851761261,0.000253900385388563,0.00013616289406066,0.000426170587029934,0.000152680783871527,3.38260663667422e-05,2.77015983822267e-05,3.77142631355348e-05,2.97891350162019e-05,72116.4620929102,103729
坏了,20,27,20,29,49,0.610296679974669,1,0.0281569965870307,0.00123076255601146,8.71178318843369e-05,5.94223725153757e-05,0.000122049690761331,5.3856186198188e-05,8.12957467942706e-05,3.74329556473608e-05,2.98240381747689e-05,2.85885817204608e-05,3.19287153052389e-05,3.04686719833542e-05,51537.2809139723,39987
坏事,38,53,38,20,58,1.3444961866169,1,0.0488470873786408,0.00199933102206862,0.000136892147708023,0.000152473137821514,9.96167204598788e-05,2.79370777610132e-05,0.000209282766060474,5.61747157503796e-05,3.02480338777979e-05,2.76533377578674e-05,3.29092039443891e-05,2.95953427854649e-05,43235.415028732,43177.5
坏人,170,333,170,27,197,8.72114852456214,1,0.0251153387590068,0.0011856618089524,0.000553904042566196,0.000728246084353468,9.65918406092923e-05,2.91026044906928e-05,0.000993425658265005,0.000662318372639018,3.56011249955499e-05,2.82621597942515e-05,3.89031280408356e-05,3.00579376361517e-05,208551.36013701,204627.5
坏的,14,21,14,20,34,0.467648727546217,1,0.0429338103756708,0.0023969615732654,5.9092429247457e-05,4.90194045113319e-05,0.00021753588968626,0.00010906861974751,8.9223506623328e-05,1.56801813744881e-05,2.82326369282891e-05,2.75065328015404e-05,3.02068643991604e-05,2.95687264429614e-05,18231.4764881795,17128.5
坏蛋,34,55,34,20,54,1.29182351013145,1,0.0567624386825508,0.0033809825821621,0.000140142635280318,0.000146447062146665,0.000120192094277159,3.90017085745356e-05,0.000205702317645618,0.000129741858433233,3.00706660652533e-05,2.74250610207608e-05,3.25642313911376e-05,2.95460910887699e-05,33984.8203254563,28435.5
坐,26,61,26,18,44,1.43237239263834,1,0.0680851063829787,0.0041849579189662,0.000103978343290517,0.000137387279970231,3.85697079658291e-05,1.20402671633741e-05,0.000104157384759324,3.1639122542423e-05,2.8904240252045e-05,2.67931302414061e-05,3.14356280707735e-05,2.86176807162908e-05,32146.3467956621,32221.5
坐垫,2,15,2,21,23,0.420250896057348,1,0.103174603174603,0.00696208005155312,1.72700590008057e-05,2.22474487330188e-05,4.93203526837512e-05,1.17273897586921e-05,3.21422414541263e-06,3.32205829888211e-06,1.93670837045358e-05,2.71547276380818e-05,2.13731498122324e-05,2.90153452473297e-05,826.865459097068,2521
坐标,7,9,7,23,30,0.220521456769291,1,0.0887096774193548,0.00452623091288253,3.60226518868587e-05,2.64011526887135e-05,8.04647562903329e-05,4.46935028579311e-05,1.63806939118174e-05,6.24641481271687e-06,2.60946714680862e-05,2.78048102321702e-05,2.78037645623959e-05,2.96153844668145e-05,10235.2540549413,7928
坐牢,19,30,19,19,38,0.699763125697155,1,0.0994277539341917,0.00593440400764201,9.72199764049139e-05,7.66864699688821e-05,6.11561422891142e-05,4.4616830881035e-05,7.98635274480066e-05,0.000194853251545687,2.91366801666618e-05,2.74235568353215e-05,3.13350855579033e-05,2.94409527147935e-05,22438.1971560991,17941.5
坑,24,34,24,20,44,0.922413190612911,1,0.0216931216931217,0.00110189197802719,0.000109472122711036,8.58781412272526e-05,0.000179374279132489,5.51826854206559e-05,0.000100442696787204,6.19300316971196e-05,3.0298439630359e-05,2.77223331115547e-05,3.28915968206826e-05,2.96886355672424e-05,58634.3377538715,68600
块,13,18,13,24,37,0.476648701738932,1,0.0218702865761689,0.000915836735402228,7.29929654541639e-05,4.19880509030191e-05,8.24251498336943e-05,0.00134797607436532,4.77597018846354e-05,0.000181657359099775,2.79548250027955e-05,2.79392042914618e-05,2.99399568794738e-05,2.99138655794255e-05,37751.2963100203,31281
坚决,10,14,10,19,29,0.312108523375521,1,0.054590570719603,0.00278316322740051,4.66650015798746e-05,3.84719380835894e-05,4.86092472353223e-05,5.59664301537353e-06,3.99711007152637e-05,5.1680616645125e-06,2.71931255778539e-05,2.77023657820378e-05,2.91123957022966e-05,2.97710184474761e-05,11461.2637427969,12983
坚固,21,37,21,29,50,0.907806157359367,1,0.0392798690671031,0.00183952963572259,6.74050373991367e-05,4.78728157893496e-05,6.43483056632002e-05,2.19008252760879e-05,6.52669453324192e-05,2.13923030285861e-05,2.79485746226942e-05,2.862458852154e-05,2.98445566804043e-05,3.03959253977417e-05,38928.8643408802,31818.5
坚守,10,15,10,23,33,0.395185977364218,1,0.0561904761904762,0.00231120635058965,4.11214134263343e-05,3.19646074689218e-05,0.000115747005745104,2.27963744264249e-05,5.42381879285446e-05,3.40313313927892e-05,2.74604569420035e-05,2.79072363463846e-05,2.92225611437749e-05,2.97659064566176e-05,23198.0046903843,21736
坚定,39,95,39,21,60,2.26096513882571,1,0.0642045454545455,0.00336005368894952,0.000146211846495911,0.000153348496185649,0.000192710998630122,2.21113946500202e-05,0.000201159030185493,4.30481604572951e-05,3.13077236154159e-05,2.77069710739222e-05,3.39848067861772e-05,2.96060914975105e-05,48461.5897671963,50970.5
坚强,44,71,44,31,75,1.75324351390747,1,0.0526792179580014,0.00217736875815581,0.000173780828381199,0.00012881477226914,0.000228158239764725,3.24192059967123e-05,0.000273920624038682,6.16697034463055e-05,3.1187624750499e-05,2.84123195817707e-05,3.35962876441883e-05,3.01591700044212e-05,66095.6187829413,53025.5
坚持,60,157,60,20,80,3.78700237035081,1,0.0563134517766497,0.00309176826834314,0.000256627443801091,0.00026873242657528,0.000114004730551129,4.01887829892473e-05,0.000344988929562531,0.000134650068689893,3.28374872754737e-05,2.75664351086118e-05,3.54139757284275e-05,2.92918246115501e-05,54187.9526197377,60773
坚持不懈,2,4,2,19,21,0.146464646464646,1,0.15,0.00908062935795556,2.21061180181497e-05,1.87761696991542e-05,9.50976649931318e-05,4.51416558144663e-05,3.48361041420277e-06,7.62500205807228e-06,2.10389009278155e-05,2.7282152016151e-05,2.25698867935147e-05,2.90498979187264e-05,2023.33184796504,1203
坚果,14,23,14,15,29,0.60207578721888,1,0.0798004987531172,0.00381126103611513,6.25997238274245e-05,5.92357531411647e-05,6.32740715392496e-05,2.16811525980986e-05,5.3874063982535e-05,1.92632849213734e-05,2.76541024861038e-05,2.61349083971461e-05,2.97862229141558e-05,2.82731744097598e-05,10243.5704031547,14259
坚硬,38,83,38,18,56,2.08707726315285,1,0.0485658409387223,0.00274929176316571,0.00018267455253078,0.000277485382362857,4.28897455460196e-05,2.98247504743039e-05,0.000151921741398468,6.6755184384897e-05,3.21181949574434e-05,2.74371004472247e-05,3.5171711530701e-05,2.94875654697621e-05,60281.4844363261,78448.3333333333
坚韧,14,18,14,15,29,0.498442932085535,1,0.103233830845771,0.00583106154896519,5.31576383019447e-05,3.5038699871345e-05,5.33439010657313e-05,1.19220108597572e-05,6.59937867455258e-05,1.10495225118133e-05,2.68125268125268e-05,2.6698705112802e-05,2.86339960244515e-05,2.85991111456812e-05,8193.79795173504,7761
坛子,2,4,2,11,13,0.0873949579831933,1,0.0454545454545455,0.00340348027250943,2.13235891442352e-05,2.14875366611896e-05,2.6613075907895e-05,1.00425845026612e-05,4.59746087858673e-06,1.36485497621968e-06,2.19620934267454e-05,2.55793727937791e-05,2.38210665404745e-05,2.78461944460062e-05,1176.11922840667,2007
坟,7,9,7,16,23,0.233793495397093,1,0.143426294820717,0.00766879305575436,5.39457378150234e-05,4.09389242878908e-05,6.00200080682903e-05,1.57400206722048e-05,2.3752621925924e-05,5.1571297110134e-06,2.71510412424316e-05,2.68514043284464e-05,2.93771203430008e-05,2.91908508675153e-05,7434.52361917227,8528
坟墓,21,60,21,25,46,1.50870605380617,1,0.105058365758755,0.00560701313047535,0.000137626910897453,0.000154954802376034,8.86326037250316e-05,1.8946061199877e-05,0.000113725973850074,4.53067106755643e-05,3.08756329504755e-05,2.79173646007817e-05,3.35447896305627e-05,2.96933282195228e-05,46283.8724563821,44763
坠机,7,12,7,19,26,0.2516776572289,1,0.087962962962963,0.00470565614772516,4.91331653778866e-05,4.03162656190379e-05,5.48199931067726e-05,5.04036184121644e-05,3.26646627531309e-05,2.45078286466613e-05,2.71783442952655e-05,2.73575356331902e-05,2.92277794791813e-05,2.94716862474962e-05,14952.0051781994,14519.5
坠落,25,39,25,22,47,0.949393152088731,1,0.0544692737430168,0.00267842842546777,9.29917976325305e-05,6.05697803105196e-05,6.57152933822292e-05,1.86436745660017e-05,9.26002659009762e-05,3.37840560603538e-05,2.89989560375826e-05,2.74446304580509e-05,3.108889071671e-05,2.92749841633369e-05,39615.6735710002,38211
坦克,25,30,25,21,46,0.790506823811899,1,0.062984496124031,0.00317420792325421,6.98513287714087e-05,4.62158068107477e-05,8.44522792734611e-05,6.52541751948835e-05,9.60191457878632e-05,2.53791307635528e-05,2.81286039773846e-05,2.70731245092996e-05,3.00713024449129e-05,2.89871106114829e-05,28728.3706869899,25855.5
坦率,2,2,2,20,22,0.0729442970822281,1,0.0782608695652174,0.00382766043991612,2.02101429960721e-05,1.86791709806048e-05,0.000270436481295287,3.58197315366563e-05,1.17712005156487e-05,6.48805858171954e-06,2.23873914211516e-05,2.74423710208562e-05,2.39959151750377e-05,2.9461068916037e-05,1526.08881809674,1586
坦白,5,10,5,20,25,0.264442840737302,1,0.0668896321070234,0.00361869777358101,2.29603285284056e-05,2.30589182996918e-05,8.98678272415104e-05,2.53112295131565e-05,2.95094505765916e-05,7.6834652576253e-06,2.36809699725301e-05,2.76617520953777e-05,2.55282978126813e-05,2.94411845717073e-05,3919.32492368179,4514.5
垂直,6,15,6,17,23,0.379788695347206,1,0.054,0.00264131988387755,4.17152447327005e-05,4.69170619264415e-05,3.23618557650137e-05,1.52159129602444e-05,2.0415658618983e-05,3.20500680765495e-05,2.66240681576145e-05,2.68326714607706e-05,2.87335619120205e-05,2.90148930990258e-05,11304.2584064448,17698
垃圾,109,316,109,21,130,7.6623545106935,1,0.0174286737495523,0.00110967207950874,0.000523701661728028,0.000582219104745932,0.000152302704937582,4.5775188646864e-05,0.000507670494389328,0.00101663675763798,3.64577636807758e-05,2.74853640436468e-05,3.96418286136921e-05,2.94861327198529e-05,169713.860271324,217558
垃圾桶,10,16,10,13,23,0.388017755113723,1,0.099601593625498,0.00837870667796062,7.59169178749588e-05,5.22693640791133e-05,4.40158579696955e-05,6.82762046230725e-05,4.20527863700248e-05,2.79392108058655e-05,2.79853356841015e-05,2.67293916390463e-05,3.00406688290842e-05,2.92034518646068e-05,10090.7607350595,7786.5
垃圾食品,13,23,13,19,32,0.620203144455931,1,0.123975409836066,0.00615006220276436,7.8253191165861e-05,5.95134580989769e-05,5.46560129049666e-05,1.50935387629744e-05,4.96712805729257e-05,2.1034477291954e-05,2.70357953931005e-05,2.64326496087968e-05,2.90640947153256e-05,2.82287697565333e-05,8126.76699343763,8305.5
垫,1,1,1,18,19,0.0294117647058824,1,0.0818713450292398,0.00519786014444359,1.68127488009019e-05,1.67859132834295e-05,2.52274917017392e-05,4.78926521718021e-06,2.12556347036536e-06,4.90943113341329e-07,2.1573111274108e-05,2.64865580717786e-05,2.30604529683083e-05,2.84457548847606e-05,3598.97335114283,4758
垫子,6,13,6,17,23,0.32359484464737,1,0.175298804780877,0.0101326022370776,2.37262110830533e-05,2.26141224331788e-05,4.60183087269871e-05,1.15231439024103e-05,1.53895968436786e-05,3.01646799299862e-06,2.31943220299671e-05,2.64480296217932e-05,2.49256134217133e-05,2.82600744622427e-05,9601.63101754484,8768
埃及,13,109,13,13,26,2.43490415361125,1,0.109034267912773,0.010256056261887,5.44438318336823e-05,0.000158123783390676,2.06117237270853e-05,9.77730945790178e-06,3.64952049621533e-05,2.45121339661484e-05,2.70394505583647e-05,2.58913082878078e-05,3.05638925874778e-05,2.85330712178871e-05,9399.25187551388,26019
埋伏,4,9,4,22,26,0.237779095549941,1,0.0524691358024691,0.00255140829536502,2.63558529157686e-05,2.31727184747891e-05,9.49349507088034e-05,4.06543511666847e-05,1.58857848494907e-05,5.51903411609597e-06,2.41126543209877e-05,2.80725394419179e-05,2.5932038442563e-05,3.00148935557108e-05,4152.45571520093,4300.5
埋怨,8,20,8,28,36,0.527958839898793,1,0.0596184419713831,0.00264295998318511,2.7065801823333e-05,3.53757785528834e-05,0.000325327975037068,3.15158588832434e-05,4.93708557107154e-05,1.26723661122004e-05,2.46858722752968e-05,2.814681378068e-05,2.69756319471096e-05,3.00052669899317e-05,7695.51776596671,9810
埋葬,5,7,5,24,29,0.162307545471283,1,0.142326732673267,0.00671683828700823,3.77440245556615e-05,2.80698570327907e-05,0.000115871695408178,3.37648636045378e-05,2.33108921872068e-05,3.63986801369271e-06,2.69215237582447e-05,2.74318318977341e-05,2.86395880058938e-05,2.9195221711115e-05,6711.42772174297,3646
城,9,11,9,22,31,0.32583619811561,1,0.0538793103448276,0.00279775273409321,3.51037988478483e-05,2.66870420787189e-05,3.73467761260573e-05,1.78529410673178e-05,1.94502582373349e-05,7.69954898076241e-06,2.47843759294141e-05,2.75148580233326e-05,2.65105505201587e-05,2.96097989049604e-05,11253.9287270533,10750.5
城堡,27,47,27,20,47,1.15000197862076,1,0.0385687732342007,0.00214540014126024,0.000147878838221401,0.000146299475638997,4.07410291165543e-05,1.4165534850224e-05,9.86261860152755e-05,3.3273418724795e-05,3.15367876628087e-05,2.69767190914241e-05,3.4069658848982e-05,2.91317194583156e-05,66828.4834152427,70032
城墙,18,29,18,24,42,0.737412671424355,1,0.0559440559440559,0.00249101394154745,6.56934425207965e-05,4.78849868041466e-05,6.92112948539825e-05,4.27106954852871e-05,5.52521261265105e-05,1.5353243800703e-05,2.77077387714389e-05,2.77215646051063e-05,2.96808912312548e-05,2.96529768441978e-05,22792.3376699431,19992
城市,125,272,125,29,154,6.9072278681446,1,0.0238823729389767,0.00128521921021877,0.000457438665906149,0.000471126675232359,7.15379100645694e-05,2.2808976540174e-05,0.000534376017767912,0.000410336181319616,3.50951077419808e-05,2.85681636384413e-05,3.78105995481596e-05,3.03556498847066e-05,221929.204964014,210920.666666667
城府,6,10,6,14,20,0.273779163781922,1,0.037037037037037,0.00234621448585064,2.89138316744379e-05,2.45809254810961e-05,0.000160962275559245,3.07636719306738e-05,2.8186170219332e-05,1.40420041339906e-05,2.51540686706075e-05,2.68521253457211e-05,2.68354126302366e-05,2.91259407177543e-05,4327.7663665644,6114
城管,11,26,11,20,31,0.720237144962789,1,0.0539956803455724,0.00348624764190331,3.70828259353478e-05,3.37885870175879e-05,0.000170346233392417,4.14356214614465e-05,3.08078411272979e-05,6.44639108689923e-05,2.59027094234057e-05,2.79384237141341e-05,2.75725615263708e-05,2.97849889080409e-05,12008.7707603453,14861
培养,9,14,9,20,29,0.341644411683839,1,0.0522388059701493,0.00249542571959703,5.71043516869031e-05,4.15843705980348e-05,0.000123553472235067,2.59656337028805e-05,7.60435159247973e-05,2.12350815689444e-05,2.90900628345357e-05,2.77384815955175e-05,3.09420565212864e-05,2.96932180288179e-05,19780.2517925318,20599
培根,4,5,4,27,31,0.118041037553233,1,0.129589632829374,0.0054366214050954,3.05151376907087e-05,2.15058797095335e-05,8.92803300852146e-05,2.38403614779574e-05,1.3538765103517e-05,3.06007843790603e-06,2.45513245439591e-05,2.73433227605819e-05,2.61233310664881e-05,2.90500175474347e-05,4580.16513609063,2934.5
培育,4,12,4,18,22,0.258344695248195,1,0.0829694323144105,0.00471511715700082,2.32531354923054e-05,2.42876304145547e-05,8.13217173373889e-05,2.08756525376154e-05,2.30057202849779e-05,8.12032396495848e-06,2.38180302488984e-05,2.68622236548741e-05,2.59344470101686e-05,2.89798223204315e-05,2287.90624853689,3087
培训,10,12,10,34,44,0.279180920405828,1,0.0418875927889714,0.00148430001786671,4.04597865090676e-05,2.95247550506321e-05,0.000165062139643041,5.77903387426826e-05,5.66417976505156e-05,2.77878679679064e-05,2.69236982391901e-05,2.90807572629191e-05,2.85472358743161e-05,3.07774290779343e-05,15827.72112058,9828
基,8,9,8,10,18,0.242155768438223,1,0.0625,0.00476258518925024,4.51144986519055e-05,2.96118478594553e-05,9.3224749578278e-06,7.31575981959734e-06,2.42667670529135e-05,6.18567026738132e-05,2.68947340110806e-05,2.60267555046588e-05,2.85938392010044e-05,2.85984355098064e-05,8973.10487243294,13924
基友,15,24,15,16,31,0.639516395760204,1,0.10412147505423,0.00613645052798485,6.98448751589642e-05,5.87754654712045e-05,0.000132500923563264,6.42054635481493e-05,8.54106886926154e-05,2.26981440750645e-05,2.79064575542781e-05,2.70357953931005e-05,2.99256118991762e-05,2.8964902723846e-05,10756.7000037845,10054.5
基因,23,61,23,22,45,1.53881578446532,1,0.0283400809716599,0.00132533258718498,8.88188429575221e-05,7.94405422876917e-05,0.000127539513404594,2.06902217431668e-05,0.000120049126326333,5.9908733453235e-05,2.91970802919708e-05,2.78373187094619e-05,3.15139955070644e-05,2.96912013080021e-05,34531.052818958,39200
基地,14,18,14,24,38,0.43202147496156,1,0.0320970042796006,0.00138423605639183,4.24092651816198e-05,2.97246644960736e-05,7.72395713988749e-05,3.2411448897656e-05,5.91296522019426e-05,1.88999582639204e-05,2.65399824836116e-05,2.82757450658825e-05,2.81079365215286e-05,3.02991557156151e-05,28039.2117541038,26662
基层,4,7,4,21,25,0.13534632034632,1,0.0702341137123746,0.00316138144399414,2.32487493422098e-05,1.9025237815921e-05,8.11491788709913e-05,3.07005191930644e-05,1.10538639257459e-05,5.06503694635236e-06,2.43237984043588e-05,2.79759406910057e-05,2.58204484436659e-05,2.99368742314551e-05,5552.87529066139,5487
基本,14,26,14,29,43,0.637416001663672,1,0.0345211581291759,0.00136672166022407,5.94246808505229e-05,4.85819708321159e-05,9.96300124479356e-05,2.38628230472132e-05,6.70844824450674e-05,2.26323547458619e-05,2.78512741957945e-05,2.89117613044987e-05,2.98821165141152e-05,3.07445426736336e-05,29402.4190663205,29584.5
基督,25,64,25,18,43,1.46588503555209,1,0.210850111856823,0.0128762852042781,9.3948446520648e-05,0.00013796750334559,3.0804157430088e-05,5.52349223652193e-06,8.31990434182356e-05,2.19663648911331e-05,2.71407246573483e-05,2.61465251268106e-05,2.9265156637971e-05,2.7902760664512e-05,12771.010913181,12073
基督教,38,108,38,20,58,2.5067392435234,1,0.166564978645516,0.0102294537360298,0.00014125147395956,0.000187028916737194,3.0154444272919e-05,5.43476587865378e-06,0.000134303460659169,3.3642746609747e-05,2.82151120139947e-05,2.67551369863014e-05,3.04915410420094e-05,2.84927747339308e-05,31761.7588700899,34418
基础,24,72,24,30,54,1.60696073861771,0.999999999999999,0.0308339173090399,0.0013950268338319,8.42961150736035e-05,8.35173919890911e-05,0.000163332828551745,4.9757737867332e-05,0.000110499655934214,9.36256392066373e-05,2.94889563858335e-05,2.85934864037972e-05,3.18244652602923e-05,3.04238499046257e-05,54682.5228158057,59355.5
基础设施,3,3,3,25,28,0.0711363636363636,1,0.0436507936507936,0.001682575631611,2.03954833331394e-05,1.71054757250707e-05,6.17395706063965e-05,1.96778397194952e-05,1.46532488483838e-05,2.96376391441922e-06,2.260500022605e-05,2.82246683601468e-05,2.39176789468299e-05,3.02350967433703e-05,6539.08510210626,4695
基金,14,19,14,17,31,0.465917180101354,1,0.0745140388768898,0.00477592277988124,5.81725154829709e-05,4.06426146163545e-05,7.26724978535182e-05,0.00211574476916235,5.75373884961753e-05,0.000532265995094891,2.75254610514726e-05,2.73298715496037e-05,2.92857788985059e-05,2.92927011242831e-05,14531.1843527085,13783.5
堂本光一,6,9,6,10,16,0.397392193220178,1,0.0966386554621849,0.00795882805296056,4.09964619895667e-05,3.436742889007e-05,3.68146723376962e-05,4.10394087142434e-05,2.27159592936618e-05,8.97847272314667e-06,2.67122555828614e-05,2.55004462578095e-05,2.85681456624739e-05,2.80863177639814e-05,3712.54606443872,6522.5
堂本刚,6,7,6,11,17,0.240208197878288,1,0.0925925925925926,0.00741036581695271,5.64509203178451e-05,4.11335989900295e-05,3.88382224372409e-05,2.2993019637459e-05,1.77781379852031e-05,1.56643909251062e-05,2.73283777874945e-05,2.60627068727358e-05,2.93014246526892e-05,2.80493125852117e-05,4972.58953963813,7482
堆,4,5,4,23,27,0.139930078954469,1,0.021551724137931,0.000753613706335148,4.22167015083914e-05,4.19546067200928e-05,7.65104025795225e-05,3.66707833233848e-05,1.53118406758208e-05,4.54543155600773e-06,2.70709258256632e-05,2.76533377578674e-05,2.91600980991356e-05,2.96398225513323e-05,13423.3444710122,15434
堕落,10,13,10,20,30,0.329623196081831,1,0.0369515011547344,0.002056925835507,4.72545320343857e-05,3.50400719769519e-05,5.91356278891986e-05,1.4437003525e-05,6.24997709891761e-05,1.55976402932718e-05,2.747856671796e-05,2.74514110025255e-05,2.93245757124261e-05,2.95110620924369e-05,23784.6255909726,22363.5
堡垒,8,10,8,25,33,0.249115525108,1,0.0466666666666667,0.00184690949938969,3.43342631435251e-05,2.73353977315196e-05,6.60450697479729e-05,1.43264174250606e-05,2.00867133097455e-05,5.13953175025878e-06,2.60030683620667e-05,2.83848992336077e-05,2.7678742422779e-05,3.0300524705904e-05,13172.506241146,10960
