words,type,token,indegree_unw,outdegree_unw,degree_unw,indegree_wei,outdegree_wei,cc_unw,cc_wei,pageRank_unw,pageRank_wei,hubs_unw,hubs_wei,authorities_unw,authorities_wei,incloseness_unw,outcloseness_unw,incloseness_wei,outcloseness_wei,betweenness_unw,betweenness_wei
一成不变,22,27,22,55,77,0.248705126861074,1,0.0827916524119056,0.00153321070216414,4.14791415350155e-05,2.94628684481722e-05,0.000115427980053316,7.01617700357711e-05,4.49384834574544e-05,2.27736833487755e-05,3.37872081629895e-05,3.44898944609229e-05,3.46709431298707e-05,3.55620026993285e-05,6972.10748383366,6478
一打,2,4,2,37,39,0.0502263723825693,1,0.0587837837837838,0.00137771917916387,1.65618549183191e-05,1.63598344735037e-05,7.15070580543e-05,0.000145837215348383,3.00313581800723e-06,5.14538454652859e-06,2.55859175110019e-05,3.34057123768164e-05,2.63454750612728e-05,3.48414602943726e-05,573.098687519608,836
一望无际,26,34,26,48,74,0.327955640748812,1,0.122118959107807,0.00234241077862816,7.04766622394166e-05,5.85127293138529e-05,7.67816572337352e-05,9.82920210866306e-05,4.59497138800271e-05,2.79385994498113e-05,3.48262171762903e-05,3.35480407944176e-05,3.58541890242791e-05,3.47419713514966e-05,6996.08413207046,5472
一样,47,137,47,40,87,1.32768718744445,0.999999999999998,0.0760053619302949,0.00234654509406423,5.95716537748193e-05,8.10794972298848e-05,9.09116464422268e-05,6.85230048651246e-05,8.1468950884749e-05,9.08163081796185e-05,3.4461368805569e-05,3.38272106082132e-05,3.57518261580695e-05,3.50447141410363e-05,13082.7319786415,19962.5
一次,17,75,17,52,69,0.876468080239183,1,0.0629803586678053,0.00161678625954351,4.47822098025312e-05,5.20532325162098e-05,7.95220191004287e-05,4.92566712011549e-05,3.40363906237845e-05,6.79258973358037e-05,3.41728462563647e-05,3.45518623453804e-05,3.54038685031595e-05,3.57363538312961e-05,15655.7407030882,24147.5
一流,8,8,8,53,61,0.0769126849856763,1,0.0735776805251641,0.00136560846896153,2.76015746249729e-05,2.17617395707718e-05,9.76347007809826e-05,0.000101946534347397,1.5613627463783e-05,8.57746459164785e-06,3.24128095423311e-05,3.45829298658182e-05,3.33733430020589e-05,3.58847402260177e-05,2938.15017822696,1981.5
一点,27,48,27,42,69,0.491984397862064,1,0.0546774882528834,0.00139135321185891,6.03337500348403e-05,4.31385173796224e-05,7.962472439747e-05,0.000177909437017291,5.7947737383632e-05,4.98706523952251e-05,3.50766424637834e-05,3.39570104248022e-05,3.61549075043488e-05,3.5229829498535e-05,10796.4133116073,12762.5
一点点,33,61,33,38,71,0.65225969065477,1,0.063937071399758,0.00159145025756678,5.68930240795053e-05,5.14719638724668e-05,9.36749219876246e-05,0.000128531229934107,5.65788799718225e-05,6.63889739020156e-05,3.41600054656009e-05,3.36802398033074e-05,3.54248988043004e-05,3.50214661302938e-05,9170.3491764231,12808
一片,19,36,19,61,80,0.340028172943827,1,0.0459733671528218,0.000778619722601457,5.34100130548294e-05,4.43828243001577e-05,9.88077018896732e-05,7.75334257657292e-05,3.65308214968649e-05,2.82766677894933e-05,3.43441975478243e-05,3.42395398205848e-05,3.54052517861585e-05,3.53375353749678e-05,7651.45162498351,7766
一生,42,47,42,71,113,0.437299756280549,1,0.0650522317188984,0.000951568718710695,9.29195167143869e-05,5.89721169295526e-05,0.000205523802002937,0.000111794083115001,9.86668227706329e-05,5.41539596439536e-05,3.57909806728704e-05,3.53119813552738e-05,3.69449356323509e-05,3.63587812235491e-05,18044.7095653309,11237
一百,15,30,15,36,51,0.330223907042228,1,0.111899133175729,0.00334731321942232,3.44646642230181e-05,3.37300797852816e-05,8.31879348631044e-05,0.000361939134275435,2.27210732743682e-05,7.15364066959961e-05,3.17409934930963e-05,3.3195020746888e-05,3.28362789979663e-05,3.44589661614158e-05,3746.35885214986,4894
一百分,10,16,10,46,56,0.151893765226755,1,0.130123617436565,0.00280363118079547,4.18271761782371e-05,3.71537751691581e-05,0.000119947921749863,0.000124972983943037,1.98839104843091e-05,2.10403899958199e-05,3.3306687982947e-05,3.3892560582952e-05,3.44118918397186e-05,3.50952134555731e-05,2735.41170358161,3241
一直,34,69,34,59,93,0.740209205701738,1,0.0634660421545667,0.00121617502522141,5.68103824172471e-05,5.22908220984144e-05,0.000124609350278952,6.84224101358336e-05,6.8678922860978e-05,6.3635213844637e-05,3.46464331497072e-05,3.47186057007951e-05,3.57739306948703e-05,3.57784479587913e-05,11093.7445528361,12892.5
一笑,4,27,4,36,40,0.263465117715032,0.999999999999998,0.0978120978120978,0.00258024030268065,2.4813925167867e-05,2.44229202517363e-05,8.85539273480035e-05,9.83370491348258e-05,9.08011146364664e-06,2.19056642242502e-05,3.17793243715639e-05,3.3206043499917e-05,3.28033657499113e-05,3.43506633691903e-05,1329.15885284911,3088
一群人,22,26,22,70,92,0.242464325728527,0.999999999999998,0.0644274444178819,0.00106186231118364,4.17266568036616e-05,3.06283027600489e-05,0.000152686930030957,8.80719657871705e-05,4.82741329704073e-05,2.38868057547046e-05,3.36745689655172e-05,3.53907134767837e-05,3.45448749399682e-05,3.64351981684038e-05,7657.49385525189,4635
一致,51,93,51,57,108,0.873411224232085,1,0.0614476653358792,0.0010868868731023,7.49774999369565e-05,6.54845025792876e-05,7.08703196908139e-05,4.13319375685146e-05,9.61189807019638e-05,5.05172610988653e-05,3.52335987597773e-05,3.48675034867503e-05,3.63455623150476e-05,3.59527028693913e-05,17541.2331907295,18761.5
一般,99,184,99,43,142,1.76674124448579,1,0.059703733360024,0.0013265603049372,0.000167662329670937,0.00015629085053454,0.00010491884639139,7.43302582934535e-05,0.000222793563261572,0.000161193054279334,3.83832955897593e-05,3.35649313597154e-05,3.99439192884598e-05,3.50532487147113e-05,25045.8293953227,30917.5
一起,87,149,87,68,155,1.54188892556854,1,0.0475052410901467,0.000803369953623705,0.000151559245110365,0.000121149992891605,0.000189180362251116,0.000121897348207931,0.000180568684944773,0.000153177991094974,3.74377597244581e-05,3.49283967865875e-05,3.89145911921252e-05,3.60006098854608e-05,32074.9977420672,29633
一辈子,30,47,30,72,102,0.449528261481408,1,0.0950389105058366,0.00154677818330894,8.50181494851352e-05,6.90969019808481e-05,0.000191166559532293,0.000133220554527076,7.68681205039316e-05,5.12408903240329e-05,3.5780735651925e-05,3.51098939681202e-05,3.70706200204794e-05,3.61464354429375e-05,10904.9495772728,6947.5
丁克,14,15,14,60,74,0.144721232046816,1,0.0687546330615271,0.00117580210509827,4.79732373315549e-05,3.49364087052809e-05,0.000162460866269244,0.000113484828229988,3.29265941461117e-05,1.51904991393663e-05,3.450298450816e-05,3.50446819695111e-05,3.54679535402305e-05,3.6122542495644e-05,7628.76811677019,5549
七,11,35,11,33,44,0.378241228745404,0.999999999999999,0.0674097664543524,0.00317790357728226,2.67138224656174e-05,2.78902800964117e-05,3.9417389997761e-05,5.80839966312408e-05,1.46920290030832e-05,2.603727559073e-05,2.93806557762369e-05,3.2946758039009e-05,3.05566448227362e-05,3.45093445591461e-05,2871.73481218962,5316.5
七彩,14,25,14,51,65,0.248881638005744,1,0.115180722891566,0.00223826427488281,3.58205654900169e-05,4.26379167345363e-05,9.31174178236121e-05,6.58012660357907e-05,2.37013788742845e-05,1.91595995288326e-05,3.24044069993519e-05,3.37780780273602e-05,3.3502956142048e-05,3.51569388011352e-05,3080.86808833364,3126
七情六欲,2,2,2,43,45,0.0226169179657552,1,0.0930232558139535,0.00215443557621379,1.66690613770021e-05,1.5745622892664e-05,0.000114569343085935,0.0001820228254878,3.66664436356563e-06,1.97932766341023e-06,2.61103423065876e-05,3.38443835245541e-05,2.68929600488481e-05,3.50591259349891e-05,464.639750367708,339
七星,4,26,4,32,36,0.24958969024503,1,0.054140127388535,0.00160775097246853,1.90690282455569e-05,2.28031455715704e-05,2.95932250191803e-05,4.19592024212269e-05,7.87206871370837e-06,2.46472235505753e-05,2.84640783331436e-05,3.28418010443693e-05,2.97699302448897e-05,3.42323152703788e-05,1082.02582926448,3590
万千,10,30,10,72,82,0.345824319081019,1,0.0440024110910187,0.000821327476878559,2.36936738302478e-05,2.80940863586815e-05,0.000146447387146345,0.000231151064533496,1.63318433645634e-05,2.66594231605918e-05,3.00769971126083e-05,3.57704964944913e-05,3.15798869039818e-05,3.6868293241465e-05,5559.69981797333,9944
万圣节,31,134,31,40,71,1.30281057832811,1,0.0802993527508091,0.00219810598729026,5.28747993253168e-05,6.71467163977061e-05,4.77667434327024e-05,3.64079592029506e-05,5.78057092380842e-05,8.36285128395945e-05,3.43973582828839e-05,3.34313987697245e-05,3.55217633657981e-05,3.47200047651159e-05,16005.2060645423,20602
万岁,1,1,1,42,43,0.0123456790123457,1,0.0803769401330377,0.00214970018775941,1.6633449832575e-05,1.60687042104706e-05,6.12813895981547e-05,6.37957619619407e-05,1.74641965018335e-06,1.58968024569553e-06,2.59430291080787e-05,3.35773285877376e-05,2.67506225291306e-05,3.48543864775032e-05,353.250105051176,354
万有引力,10,26,10,31,41,0.23900229118047,1,0.126070991432069,0.00429211005833529,2.77825900682596e-05,3.11203534605702e-05,4.44015192128279e-05,0.000105381175800916,1.78261485037699e-05,2.45827576674279e-05,3.07720712681171e-05,3.27128790604861e-05,3.19405427688825e-05,3.42620922424688e-05,1565.85584324334,1618
万物,24,39,24,43,67,0.35979082103042,1,0.0905583295506128,0.0017174777586774,6.81881420430664e-05,5.50774163110702e-05,7.96311569013971e-05,7.1848094403956e-05,5.6866031763637e-05,3.89362986274555e-05,3.52112676056338e-05,3.37986277757123e-05,3.63123819337197e-05,3.51394451029845e-05,8077.85439794524,9394
万能,16,20,16,54,70,0.18869948796164,1,0.0514736405147364,0.000845634953232131,5.58964975921103e-05,5.04353853731399e-05,0.000112858495642026,0.000125397473030825,3.01093571280092e-05,1.49037931790917e-05,3.5340684195646e-05,3.47560127902127e-05,3.65368395763833e-05,3.60098520571023e-05,10967.0716424727,15251
万里,8,16,8,34,42,0.168402968901326,1,0.0944055944055944,0.0021826634019274,2.62539013636503e-05,2.75990486316711e-05,7.22191964879384e-05,5.73783973887921e-05,1.06939210442239e-05,1.37252557396628e-05,3.06720240468669e-05,3.32292151259387e-05,3.18894972561152e-05,3.49062667598635e-05,1834.65873634587,2903
丈夫,55,134,55,53,108,1.21629613958183,1,0.122069803785379,0.00254203326722089,0.00014001370032349,0.000146090767850924,0.000150591098970766,8.75316607371785e-05,0.000138278630707524,0.000112307289445914,3.67606513987428e-05,3.40043525571273e-05,3.84280123888112e-05,3.51149211337847e-05,11748.2857880265,12169.5
三,39,79,39,38,77,0.822004958108518,1,0.0647482014388489,0.00214405180912795,6.40419453891295e-05,6.13817741868319e-05,7.32813970212226e-05,9.11718774496034e-05,6.40816729205971e-05,6.85138396524949e-05,3.50017500875044e-05,3.35457900033546e-05,3.61624720307525e-05,3.49131421314591e-05,16772.3682952523,20370.5
三体,41,67,41,41,82,0.638904734873701,1,0.0801872546058593,0.00178220637710461,0.000103137280885651,8.54600617628708e-05,0.000117508890234241,0.000147719212456621,6.69867808373125e-05,6.16955369288949e-05,3.57436465668227e-05,3.37529955783576e-05,3.7045382382741e-05,3.50377262249859e-05,10176.9079362574,10476
三国,44,101,44,19,63,1.43534156065886,1,0.0580380071905496,0.00203898447474153,7.71610897158614e-05,0.00011956908635704,4.42301043990533e-05,7.97998198784734e-05,6.85004346632508e-05,9.63638773789458e-05,3.5288305455572e-05,3.18268618714195e-05,3.71416614162704e-05,3.34524122072707e-05,6399.45895200386,16335
三峡,17,57,17,48,65,0.644781404937765,1,0.092225977788508,0.00242307359274867,3.60961154704529e-05,4.30059202583628e-05,5.39588644713431e-05,8.86895362184585e-05,2.32524136552867e-05,8.18195466127477e-05,3.17359568390987e-05,3.36134453781513e-05,3.30127723015713e-05,3.48561864249161e-05,5772.69421814689,9726
三文鱼,25,70,25,40,65,0.692567051276082,1,0.141855969067182,0.00381891006550452,5.35186958155992e-05,5.49846003943339e-05,6.62873862416842e-05,0.000101752204593371,3.44033662609583e-05,7.47980693524858e-05,3.3642847530615e-05,3.27815112276676e-05,3.48904742288759e-05,3.40135219160886e-05,11163.2883387004,18567
三明治,21,33,21,41,62,0.338524582621646,1,0.115976645435244,0.00273708819076671,4.36238093286834e-05,3.74525459089174e-05,6.11718638452433e-05,8.00838800903844e-05,2.77916417675775e-05,2.66410646176908e-05,3.28698681918285e-05,3.28990656665351e-05,3.39369505334407e-05,3.4076033468216e-05,5924.20454497122,6495
三月,10,25,10,39,49,0.193366590964558,1,0.0959897610921502,0.00242278050179971,3.11934590352578e-05,2.72701469958568e-05,5.66839500923283e-05,7.52498771310693e-05,1.76905327394256e-05,1.68635838679836e-05,3.18248361020941e-05,3.28094753764887e-05,3.29250797785776e-05,3.41158533122418e-05,3162.14497561454,4233
三次,3,17,3,45,48,0.17758077928249,1,0.0572824156305506,0.00161611910042877,1.65236414957845e-05,2.04150322603428e-05,0.000104014897357883,8.57252882156485e-05,4.72714890010725e-06,1.31823526613461e-05,2.58966722776123e-05,3.44281484541761e-05,2.70459028683401e-05,3.55838182925561e-05,702.91747932821,1518
三维,23,45,23,36,59,0.443930258685501,1,0.110557184750733,0.00232975714205407,5.31995562926925e-05,5.10452030601261e-05,7.33454821963282e-05,8.28875718743036e-05,3.81157993270868e-05,4.16414288217251e-05,3.41903719912473e-05,3.30327354408219e-05,3.53615284405981e-05,3.45093405825967e-05,3036.34938581307,4806
三脚架,8,9,8,53,61,0.0883550539004992,1,0.0793650793650794,0.00175476526861237,2.32727964447263e-05,1.89664826495292e-05,9.11104519227924e-05,5.30755771136164e-05,1.22282983156465e-05,9.01287779028041e-06,2.95683027794205e-05,3.45936970284014e-05,3.05314085789379e-05,3.57163727957469e-05,2615.45816536925,2220
三观,50,111,50,56,106,1.04532620010825,1,0.0608789625360231,0.0012510954456384,0.000113217146383362,0.000109116151896816,9.86468009316953e-05,3.96135292502748e-05,0.000107799274592949,6.77133150995339e-05,3.68514150943396e-05,3.46981263011797e-05,3.83453348021281e-05,3.5826936644342e-05,23243.3702164233,27940.1666666667
三角,53,81,53,56,109,0.77832210091563,1,0.0685339690107271,0.00138429574207825,8.22802879919183e-05,6.26913064001165e-05,7.0291356724739e-05,0.000133661771043593,8.02966994891416e-05,7.06229155541211e-05,3.52708803611738e-05,3.45196589457696e-05,3.64145174965169e-05,3.56957828789304e-05,26473.8175341391,19159
三角形,69,191,69,44,113,1.82241565358278,1,0.088011417697431,0.00240112214996132,0.000115760600876146,0.000129590045374099,3.73271272817569e-05,7.12250818733024e-05,0.000106631047051346,0.000146080507188518,3.60802424592293e-05,3.38111982688666e-05,3.75094768528195e-05,3.50583712928645e-05,30815.0801421992,40567.5
三轮车,20,30,20,57,77,0.289804096853773,1,0.0554984583761562,0.00103607968577912,3.68045364068184e-05,2.82008051093914e-05,0.000108284431019411,0.000108060703662901,3.16769339082859e-05,2.02577083964596e-05,3.2986970146792e-05,3.47415230683713e-05,3.39334485757021e-05,3.58349739229873e-05,8704.46381604002,7505.5
上,77,154,77,46,123,1.49192360202525,1,0.0279631607047517,0.00068026762257889,0.000146938305200193,0.000141869600115654,5.97436459770073e-05,3.99721411492538e-05,0.000118627683697549,0.000100617466300605,3.7267543696195e-05,3.41868654063109e-05,3.90874829212228e-05,3.55091723152439e-05,38193.493314422,46742.5
上下,34,102,34,38,72,0.98065010169313,1,0.0408163265306122,0.00136602483105504,6.31187729058225e-05,8.90075609239951e-05,5.24253713896945e-05,3.52867416282728e-05,5.17838709210058e-05,5.96481299825094e-05,3.49882789265596e-05,3.36021505376344e-05,3.64992666828714e-05,3.5040345191762e-05,9137.01000295689,15085
上下文,2,5,2,45,47,0.0577200577200577,1,0.114921223354958,0.00253362681080764,1.60401420216719e-05,1.65298551809056e-05,7.46501598925735e-05,7.47928062457263e-05,2.1029736943442e-06,2.3837439662684e-06,2.4358162420227e-05,3.35255464664074e-05,2.53261472228454e-05,3.47198848664968e-05,287.63553845602,370
上升,67,133,67,57,124,1.25992113930583,1,0.0480162900683132,0.000943361455773675,0.000101157207763206,8.534428248429e-05,8.46653582086029e-05,6.12986284819393e-05,0.000109820043449968,0.000119928329929387,3.60451285008831e-05,3.46680533888022e-05,3.74127178965026e-05,3.58407537485791e-05,25664.9217271774,29632
上午,11,30,11,46,57,0.274438341808499,0.999999999999999,0.17852644836272,0.00403251713465907,4.71855948997754e-05,4.14332684219066e-05,9.69325314054825e-05,0.000108947821766371,2.09146859136146e-05,3.03264606956456e-05,3.44578064160436e-05,3.30972396902098e-05,3.55650279773012e-05,3.42165890219654e-05,4026.20954684432,4127
上厕所,39,70,39,49,88,0.732744910743081,1,0.074685534591195,0.00182069227939215,7.20606300094207e-05,7.73890849287098e-05,6.9104413025387e-05,0.000124579088885153,6.10796594632556e-05,6.76451435329929e-05,3.46488340667337e-05,3.40448711401627e-05,3.58464540019832e-05,3.51622424711948e-05,16168.7037445114,18540
上司,70,128,70,58,128,1.19461094231921,1,0.0697301958851793,0.00144671250552315,9.75304866664316e-05,9.30546378675006e-05,0.000115606243516576,0.000131607476340549,0.000164803922755897,0.000139167685855019,3.60893572485474e-05,3.48165169556438e-05,3.72916548270581e-05,3.59986723360695e-05,23155.9672917924,21003.5
上吊,22,46,22,34,56,0.475084637622245,1,0.0677524429967427,0.00198836712632336,3.73467674412233e-05,4.77676622578593e-05,7.29953811325394e-05,0.000108743224195063,3.63205497818458e-05,3.14199444213902e-05,3.29337373205111e-05,3.33333333333333e-05,3.41414019070188e-05,3.51173173823192e-05,5545.91670105091,8645
上天,34,41,34,48,82,0.406727437666026,0.999999999999999,0.0789791603745092,0.00168493242157321,8.88202460653251e-05,6.04386977710852e-05,5.91794071592888e-05,6.05648769038167e-05,5.47830573894478e-05,3.20701129682429e-05,3.60451285008831e-05,3.40263363843615e-05,3.73453395228346e-05,3.51525807757391e-05,21971.3430661107,23400.5
上学,148,213,148,67,215,1.94734463139717,1,0.0605229952573641,0.000991150355313244,0.000347914721241226,0.000252783164950007,0.000207478560011833,0.000199107866727766,0.000336356105747531,0.000243655355509134,4.10509031198686e-05,3.48504913919286e-05,4.27389706677061e-05,3.5878909145511e-05,44356.4036708035,26635.5
上市,22,35,22,33,55,0.343450204726619,1,0.144016227180527,0.00337643547888566,4.97046133092458e-05,4.14244935238594e-05,6.78676726365243e-05,0.00021994355877698,3.75916925920052e-05,5.97723401649424e-05,3.39985720599735e-05,3.2780436635416e-05,3.50291533784415e-05,3.44516273356471e-05,6555.17580247054,7746
上帝,89,226,89,59,148,2.16440048918823,1,0.0735483870967742,0.00181391483499897,0.000130755965116425,0.000155920666298652,5.57396730412961e-05,2.89689500421877e-05,0.00016354826891445,0.000147550277629246,3.6619305697964e-05,3.45077469891991e-05,3.81989695938695e-05,3.55909678928327e-05,38400.2178791295,43336.5
上床,30,37,30,44,74,0.367585386958559,1,0.111998514115899,0.00221353957181645,8.44801814916081e-05,7.26838639306097e-05,8.0431415071161e-05,0.000169396988028278,6.70579307396035e-05,3.57296558467462e-05,3.52460172000564e-05,3.34963488979701e-05,3.63802599942993e-05,3.5078851476271e-05,8277.29061232453,6389
上海,186,334,186,46,232,3.29788870495716,1,0.0335760971055089,0.000744446553926612,0.0002798719895913,0.000275594438677968,8.98816383293511e-05,8.51961993620386e-05,0.000310829090272239,0.000288363461089419,3.99680255795364e-05,3.40622658219225e-05,4.18419882217324e-05,3.52012920791569e-05,54608.3684536212,62335
上涨,20,64,20,47,67,0.620334356761535,1,0.0960054471175669,0.00242591166829064,4.45783388473518e-05,5.54095376888722e-05,6.09386467389739e-05,0.000104791317711481,3.20278872958108e-05,0.000104096045094873,3.31367221154483e-05,3.41355180064857e-05,3.43343767705648e-05,3.53789131510688e-05,5250.70737325194,7630.5
上火,49,83,49,53,102,0.889704267914299,1,0.0634858812074002,0.00123800709658632,0.000109637525356001,8.96445974226455e-05,8.61425426168762e-05,7.09268741636115e-05,7.952939233458e-05,8.18053267234273e-05,3.57999498800702e-05,3.33089068016788e-05,3.71335941498825e-05,3.43563711119082e-05,22570.0589735314,25715.5
上班,179,330,179,56,235,3.09580565897664,1,0.0540329038363544,0.00104364628009651,0.000345619231319597,0.000364973214424955,0.000129020538871178,0.000214303613835018,0.000407747677414647,0.000389978097704945,4.15454923140839e-05,3.4435261707989e-05,4.32973399614585e-05,3.55424720837665e-05,48994.1334590149,46439.5
上瘾,43,76,43,62,105,0.764455586330844,1,0.0662750137690472,0.00134580939408543,0.000106798017513965,0.000115616961494513,0.000128106800549738,9.94454184056871e-05,7.34262847563245e-05,9.37544241389495e-05,3.60490266762797e-05,3.48456338420796e-05,3.75047783890304e-05,3.60254263023461e-05,21229.7054059873,23624
上等,6,9,6,52,58,0.0844572945242988,1,0.0615151515151515,0.00118772713155276,2.09872903371667e-05,1.8009045606715e-05,0.000105324767256465,0.000175671839603943,1.1280400246516e-05,8.05521208117992e-06,2.85314844931382e-05,3.46957185483311e-05,2.94672117205339e-05,3.59050972585756e-05,2428.48144158856,2510
上级,41,89,41,51,92,0.838106791045594,1,0.092073754789272,0.00208413032248554,6.61979896432306e-05,6.591683974005e-05,0.000102152681750427,0.000100878663189324,9.16319766160453e-05,7.69026947614805e-05,3.51939184908848e-05,3.45291944338939e-05,3.6252174713669e-05,3.58373289932567e-05,15213.0982884178,18178
上网,50,84,50,49,99,0.799117429455308,1,0.100372131486459,0.00211367320574208,0.000123116994604419,0.000156111780158909,0.000113302412695311,0.000176776367741514,9.52480758131939e-05,9.80445562273791e-05,3.64936865922195e-05,3.40901343151292e-05,3.81265720309915e-05,3.51762503696545e-05,19607.193144483,22088.5
上衣,26,33,26,51,77,0.314491695607964,1,0.154096674665752,0.00306383829616686,6.70930339366806e-05,4.52206778304114e-05,6.09747487993611e-05,8.71564973972429e-05,4.27856558389834e-05,3.68771667006676e-05,3.45006037605658e-05,3.33511205976521e-05,3.54555092399669e-05,3.44639219019024e-05,7229.90990972166,3355.5
上课,252,552,252,53,305,5.22366123011476,1,0.047519858400967,0.000954820660124199,0.000527025065942309,0.000516637364122654,0.000147203444928611,0.000217140978333473,0.000533879243150613,0.000647972136945385,4.29000429000429e-05,3.40356012388959e-05,4.46754317481306e-05,3.51691643476104e-05,57882.3450421814,56329
上进,21,29,21,58,79,0.276419356277074,1,0.102730819245774,0.00218144626084293,6.39663485343358e-05,7.49229668247438e-05,0.000164052677151995,0.000153368890259251,4.99133310516995e-05,3.18432334933451e-05,3.43997248022016e-05,3.47258394971698e-05,3.56178094407874e-05,3.58059899173919e-05,5478.03779241274,4151.83333333333
上门,11,14,11,30,41,0.148075114660511,1,0.0521472392638037,0.00103700785748599,3.27023577054652e-05,2.62084095441479e-05,3.05818493296481e-05,3.05802178723059e-05,2.21136471757052e-05,1.31897732177246e-05,3.35615518861592e-05,3.30534805315e-05,3.44430459220564e-05,3.47191243510864e-05,13440.360120229,16353
